,"('k9a 0',)","('k9a 1',)","('k9a 2',)","('k9a 3',)","('k9a 4',)",k9a 0_pred,k9a 1_pred,k9a 2_pred,k9a 3_pred,k9a 4_pred
25,0.9769,0.0228,0.0003,0.0,0.0,0.84314024,0.14124444,0.0,0.0,0.0
26,0.9769,0.0228,0.0003,0.0,0.0,0.9725835,0.025466174,0.0,0.0,0.0
27,0.9769,0.0228,0.0003,0.0,0.0,0.97473687,0.025228575,0.0,0.0,0.0
28,0.8102,0.1704,0.018,0.0013,0.0001,0.8097012,0.17176583,0.019773394,0.0,0.0
29,0.8102,0.1704,0.018,0.0013,0.0001,0.8047483,0.17544247,0.024184786,0.0,0.0
30,0.9769,0.0228,0.0003,0.0,0.0,0.9821114,0.019020244,0.0,0.0,0.0
31,0.9769,0.0228,0.0003,0.0,0.0,0.9746393,0.026002467,0.0,0.0,0.0
32,0.9769,0.0228,0.0003,0.0,0.0,0.97831875,0.02260217,0.0,0.0,0.0
33,0.9769,0.0228,0.0003,0.0,0.0,0.97448266,0.025310159,0.0,0.0,0.0
34,0.9769,0.0228,0.0003,0.0,0.0,0.8077065,0.16886629,0.0,0.0,0.0
35,0.8102,0.1704,0.018,0.0013,0.0001,0.81244683,0.1686918,0.01791403,0.0,0.0
36,0.8102,0.1704,0.018,0.0013,0.0001,0.8099728,0.17033193,0.0,0.0,0.0
37,0.9769,0.0228,0.0003,0.0,0.0,0.97835064,0.021199495,0.0,0.0,0.0
38,0.9769,0.0228,0.0003,0.0,0.0,0.88985777,0.100024536,0.0,0.0,0.0
39,0.9769,0.0228,0.0003,0.0,0.0,0.9774557,0.021788731,0.0,0.0,0.0
40,0.9769,0.0228,0.0003,0.0,0.0,0.98002374,0.020289212,0.0,0.0,0.0
41,0.8102,0.1704,0.018,0.0013,0.0001,0.80419004,0.17468354,0.0,0.0,0.0
42,0.9769,0.0228,0.0003,0.0,0.0,0.9768097,0.023755863,0.0,0.0,0.0
43,0.8102,0.1704,0.018,0.0013,0.0001,0.8113435,0.16874246,0.0,0.0,0.0
44,0.8102,0.1704,0.018,0.0013,0.0001,0.8064233,0.17372037,0.021456324,0.0,0.0
45,0.9769,0.0228,0.0003,0.0,0.0,0.97796303,0.021118581,0.0,0.0,0.0
46,0.8102,0.1704,0.018,0.0013,0.0001,0.93504757,0.059224144,0.0,0.0,0.0
47,0.9769,0.0228,0.0003,0.0,0.0,0.9746688,0.025234237,0.0,0.0,0.0
48,0.8102,0.1704,0.018,0.0013,0.0001,0.80723023,0.17376786,0.0,0.0,0.0
49,0.8102,0.1704,0.018,0.0013,0.0001,0.812754,0.1681366,0.0,0.0,0.0
50,0.8102,0.1704,0.018,0.0013,0.0001,0.8096715,0.17069933,0.0,0.0,0.0
51,0.9769,0.0228,0.0003,0.0,0.0,0.9658989,0.033147573,0.0,0.0,0.0
52,0.9769,0.0228,0.0003,0.0,0.0,0.98047704,0.017718613,0.0,0.0,0.0
53,0.9769,0.0228,0.0003,0.0,0.0,0.9432621,0.046693787,0.0,0.0,0.0
54,0.9769,0.0228,0.0003,0.0,0.0,0.9833595,0.017977968,0.0,0.0,0.0
55,0.8102,0.1704,0.018,0.0013,0.0001,0.81001335,0.17030415,0.0,0.0,0.0
56,0.9769,0.0228,0.0003,0.0,0.0,0.97584516,0.02556105,0.0,0.0,0.0
57,0.9769,0.0228,0.0003,0.0,0.0,0.9737449,0.026503548,0.0,0.0,0.0
58,0.8102,0.1704,0.018,0.0013,0.0001,0.81090087,0.16950524,0.0,0.0,0.0
59,0.9769,0.0228,0.0003,0.0,0.0,0.97394305,0.026382253,0.0,0.0,0.0
60,0.9769,0.0228,0.0003,0.0,0.0,0.9703304,0.029581964,0.0,0.0,0.0
61,0.8102,0.1704,0.018,0.0013,0.0001,0.8023088,0.17729676,0.0,0.0,0.0
62,0.8102,0.1704,0.018,0.0013,0.0001,0.80752647,0.17344072,0.0,0.0,0.0
63,0.9769,0.0228,0.0003,0.0,0.0,0.9816934,0.019296125,0.0,0.0,0.0
64,0.9769,0.0228,0.0003,0.0,0.0,0.9780403,0.021594107,0.0,0.0,0.0
65,0.9769,0.0228,0.0003,0.0,0.0,0.98450404,0.016978264,0.0,0.0,0.0
66,0.9769,0.0228,0.0003,0.0,0.0,0.95215756,0.044795394,0.0,0.0,0.0
67,0.9769,0.0228,0.0003,0.0,0.0,0.98270565,0.018462911,0.0,0.0,0.0
68,0.9769,0.0228,0.0003,0.0,0.0,0.9743669,0.026002914,0.0,0.0,0.0
69,0.8102,0.1704,0.018,0.0013,0.0001,0.8066134,0.17436373,0.0,0.0,0.0
70,0.9769,0.0228,0.0003,0.0,0.0,0.95905006,0.03984344,0.0,0.0,0.0
71,0.8102,0.1704,0.018,0.0013,0.0001,0.8061133,0.17379649,0.021289982,0.0,0.0
72,0.9769,0.0228,0.0003,0.0,0.0,0.9834028,0.017954886,0.0,0.0,0.0
73,0.8102,0.1704,0.018,0.0013,0.0001,0.9368782,0.059610605,0.0,0.0,0.0
74,0.9769,0.0228,0.0003,0.0,0.0,0.9860454,0.015506908,0.0,0.0,0.0
75,0.8102,0.1704,0.018,0.0013,0.0001,0.8084154,0.17173117,0.019642707,0.0,0.0
76,0.8102,0.1704,0.018,0.0013,0.0001,0.80746794,0.17354783,0.0,0.0,0.0
77,0.9769,0.0228,0.0003,0.0,0.0,0.98226726,0.019015878,0.0,0.0,0.0
78,0.8102,0.1704,0.018,0.0013,0.0001,0.82438064,0.15544897,0.0,0.0,0.0
79,0.8102,0.1704,0.018,0.0013,0.0001,0.83197623,0.15277803,0.0,0.0,0.0
80,0.8102,0.1704,0.018,0.0013,0.0001,0.80745715,0.1735698,0.0,0.0,0.0
81,0.8102,0.1704,0.018,0.0013,0.0001,0.9480589,0.04826145,0.0,0.0,0.0
82,0.8102,0.1704,0.018,0.0013,0.0001,0.80603004,0.17427799,0.02283223,0.0,0.0
83,0.8102,0.1704,0.018,0.0013,0.0001,0.81140256,0.16872384,0.0,0.0,0.0
84,0.9769,0.0228,0.0003,0.0,0.0,0.96353376,0.035120964,0.0,0.0,0.0
85,0.9769,0.0228,0.0003,0.0,0.0,0.9827213,0.018596634,0.0,0.0,0.0
86,0.8102,0.1704,0.018,0.0013,0.0001,0.81153905,0.16853717,0.0,0.0,0.0
87,0.8102,0.1704,0.018,0.0013,0.0001,0.8053133,0.17404069,0.0,0.0,0.0
88,0.8102,0.1704,0.018,0.0013,0.0001,0.81037635,0.16998518,0.0,0.0,0.0
89,0.8102,0.1704,0.018,0.0013,0.0001,0.80694103,0.17400435,0.0,0.0,0.0
90,0.9769,0.0228,0.0003,0.0,0.0,0.97169983,0.028760672,0.0,0.0,0.0
91,0.9769,0.0228,0.0003,0.0,0.0,0.8689942,0.11788293,0.0,0.0,0.0
92,0.9769,0.0228,0.0003,0.0,0.0,0.9592858,0.03958659,0.0,0.0,0.0
93,0.9769,0.0228,0.0003,0.0,0.0,0.97161305,0.028350234,0.0,0.0,0.0
94,0.8102,0.1704,0.018,0.0013,0.0001,0.8104958,0.16988492,0.0,0.0,0.0
95,0.8102,0.1704,0.018,0.0013,0.0001,0.80764246,0.17070684,0.0,0.0,0.0
96,0.8102,0.1704,0.018,0.0013,0.0001,0.8082494,0.1710409,0.0,0.0,0.0
97,0.8102,0.1704,0.018,0.0013,0.0001,0.807423,0.17358434,0.0,0.0,0.0
98,0.9769,0.0228,0.0003,0.0,0.0,0.95391583,0.047677323,0.0,0.0,0.0
99,0.8102,0.1704,0.018,0.0013,0.0001,0.80330825,0.17648745,0.02435055,0.0,0.0
100,0.9769,0.0228,0.0003,0.0,0.0,0.9705708,0.030219302,0.0,0.0,0.0
101,0.9769,0.0228,0.0003,0.0,0.0,0.97530293,0.023371667,0.0,0.0,0.0
102,0.9769,0.0228,0.0003,0.0,0.0,0.81176645,0.16662845,0.0,0.0,0.0
103,0.9769,0.0228,0.0003,0.0,0.0,0.96548325,0.0350105,0.0,0.0,0.0
104,0.9769,0.0228,0.0003,0.0,0.0,0.9747477,0.02640754,0.0,0.0,0.0
105,0.9769,0.0228,0.0003,0.0,0.0,0.98139006,0.0197085,0.0,0.0,0.0
106,0.8102,0.1704,0.018,0.0013,0.0001,0.8126424,0.16857,0.0,0.0,0.0
107,0.9769,0.0228,0.0003,0.0,0.0,0.9463801,0.04951006,0.0,0.0,0.0
108,0.9769,0.0228,0.0003,0.0,0.0,0.9769143,0.023795262,0.0,0.0,0.0
109,0.8102,0.1704,0.018,0.0013,0.0001,0.8099517,0.17034929,0.0,0.0,0.0
110,0.9769,0.0228,0.0003,0.0,0.0,0.9772308,0.023235828,0.0,0.0,0.0
111,0.9769,0.0228,0.0003,0.0,0.0,0.98042005,0.020060465,0.0,0.0,0.0
112,0.8102,0.1704,0.018,0.0013,0.0001,0.81005573,0.17031053,0.0,0.0,0.0
113,0.8102,0.1704,0.018,0.0013,0.0001,0.8100134,0.17030403,0.0,0.0,0.0
114,0.9769,0.0228,0.0003,0.0,0.0,0.9726474,0.028115407,0.0,0.0,0.0
115,0.9769,0.0228,0.0003,0.0,0.0,0.9787065,0.022146389,0.0,0.0,0.0
116,0.8102,0.1704,0.018,0.0013,0.0001,0.80732816,0.17375724,0.0,0.0,0.0
117,0.8102,0.1704,0.018,0.0013,0.0001,0.80407494,0.17563242,0.023175325,0.0,0.0
118,0.8102,0.1704,0.018,0.0013,0.0001,0.8061682,0.17368613,0.0211992,0.0,0.0
119,0.9769,0.0228,0.0003,0.0,0.0,0.96372235,0.036905244,0.0,0.0,0.0
120,0.9769,0.0228,0.0003,0.0,0.0,0.979871,0.021266475,0.0,0.0,0.0
121,0.8102,0.1704,0.018,0.0013,0.0001,0.81038964,0.16995978,0.0,0.0,0.0
122,0.9769,0.0228,0.0003,0.0,0.0,0.95251656,0.0432339,0.0,0.0,0.0
123,0.9769,0.0228,0.0003,0.0,0.0,0.9810617,0.019291312,0.0,0.0,0.0
124,0.8102,0.1704,0.018,0.0013,0.0001,0.81066054,0.16983974,0.0,0.0,0.0
125,0.8102,0.1704,0.018,0.0013,0.0001,0.8060173,0.1746186,0.0,0.0,0.0
126,0.9769,0.0228,0.0003,0.0,0.0,0.98202413,0.019175813,0.0,0.0,0.0
127,0.8102,0.1704,0.018,0.0013,0.0001,0.8068056,0.17418897,0.0,0.0,0.0
128,0.8102,0.1704,0.018,0.0013,0.0001,0.8708341,0.11706075,0.0,0.0,0.0
129,0.8102,0.1704,0.018,0.0013,0.0001,0.8091429,0.1698254,0.014359836,0.0,0.0
130,0.8102,0.1704,0.018,0.0013,0.0001,0.8107565,0.17093731,0.0,0.0,0.0
131,0.9769,0.0228,0.0003,0.0,0.0,0.97587425,0.023964241,0.0,0.0,0.0
132,0.9769,0.0228,0.0003,0.0,0.0,0.9787872,0.020760208,0.0,0.0,0.0
133,0.9769,0.0228,0.0003,0.0,0.0,0.942647,0.05381979,0.0,0.0,0.0
134,0.9769,0.0228,0.0003,0.0,0.0,0.9773662,0.022401392,0.0,0.0,0.0
135,0.9769,0.0228,0.0003,0.0,0.0,0.98092115,0.020392895,0.0,0.0,0.0
136,0.9769,0.0228,0.0003,0.0,0.0,0.9757053,0.024747342,0.0,0.0,0.0
137,0.9769,0.0228,0.0003,0.0,0.0,0.9806715,0.020423993,0.0,0.0,0.0
138,0.8102,0.1704,0.018,0.0013,0.0001,0.8060557,0.17380662,0.020873759,0.0,0.0
139,0.9769,0.0228,0.0003,0.0,0.0,0.9751668,0.024980664,0.0,0.0,0.0
140,0.8102,0.1704,0.018,0.0013,0.0001,0.9607453,0.03767115,0.0,0.0,0.0
141,0.8102,0.1704,0.018,0.0013,0.0001,0.87596214,0.1270501,0.0,0.0,0.0
142,0.9769,0.0228,0.0003,0.0,0.0,0.96770453,0.031597942,0.0,0.0,0.0
143,0.8102,0.1704,0.018,0.0013,0.0001,0.8110565,0.16928312,0.0,0.0,0.0
144,0.8102,0.1704,0.018,0.0013,0.0001,0.8117033,0.17134628,0.0,0.0,0.0
145,0.8102,0.1704,0.018,0.0013,0.0001,0.81160474,0.17008848,0.0,0.0,0.0
146,0.8102,0.1704,0.018,0.0013,0.0001,0.81908745,0.16107738,0.0036852732,0.0,0.0
147,0.9769,0.0228,0.0003,0.0,0.0,0.9737771,0.028179765,0.0,0.0,0.0
148,0.8102,0.1704,0.018,0.0013,0.0001,0.91982955,0.071829155,0.0,0.0,0.0
149,0.9769,0.0228,0.0003,0.0,0.0,0.97595006,0.023545638,0.0,0.0,0.0
150,0.8102,0.1704,0.018,0.0013,0.0001,0.81135935,0.1682047,0.0,0.0,0.0
151,0.8102,0.1704,0.018,0.0013,0.0001,0.85570335,0.13049868,0.0,0.0,0.0
152,0.8102,0.1704,0.018,0.0013,0.0001,0.8078381,0.17262347,0.020562295,0.0,0.0
153,0.9769,0.0228,0.0003,0.0,0.0,0.9810061,0.020304203,0.0,0.0,0.0
154,0.8102,0.1704,0.018,0.0013,0.0001,0.8090652,0.17074795,0.0,0.0,0.0
155,0.9769,0.0228,0.0003,0.0,0.0,0.93979335,0.055221885,0.0,0.0,0.0
156,0.9769,0.0228,0.0003,0.0,0.0,0.98158956,0.019496813,0.0,0.0,0.0
157,0.8102,0.1704,0.018,0.0013,0.0001,0.80684173,0.1740889,0.0,0.0,0.0
158,0.8102,0.1704,0.018,0.0013,0.0001,0.8059198,0.17411801,0.021836836,0.0,0.0
159,0.8102,0.1704,0.018,0.0013,0.0001,0.82636595,0.15378904,0.0,0.0,0.0
160,0.8102,0.1704,0.018,0.0013,0.0001,0.81047577,0.17052053,0.0,0.0,0.0
161,0.8102,0.1704,0.018,0.0013,0.0001,0.8099932,0.17032708,0.0,0.0,0.0
162,0.8102,0.1704,0.018,0.0013,0.0001,0.8124386,0.17137632,0.0,0.002184637,0.0
163,0.8102,0.1704,0.018,0.0013,0.0001,0.8117141,0.16816199,0.0,0.0,0.0
164,0.8102,0.1704,0.018,0.0013,0.0001,0.8086159,0.17268132,0.020333212,0.0,0.0
165,0.8102,0.1704,0.018,0.0013,0.0001,0.80698436,0.17392558,0.0,0.0,0.0
166,0.8102,0.1704,0.018,0.0013,0.0001,0.80724984,0.17375639,0.0,0.0,0.0
167,0.9769,0.0228,0.0003,0.0,0.0,0.97860557,0.022361368,0.0,0.0,0.0
168,0.9769,0.0228,0.0003,0.0,0.0,0.96549666,0.033456907,0.0,0.0,0.0
169,0.8102,0.1704,0.018,0.0013,0.0001,0.80739087,0.17365798,0.0,0.0,0.0
170,0.8102,0.1704,0.018,0.0013,0.0001,0.80902874,0.17139734,0.0,0.0,0.0
171,0.9769,0.0228,0.0003,0.0,0.0,0.9579205,0.039539948,0.0,0.0,0.0
172,0.8102,0.1704,0.018,0.0013,0.0001,0.8058959,0.17347267,0.019992027,0.0,0.0
173,0.8102,0.1704,0.018,0.0013,0.0001,0.8427644,0.14171886,0.0,0.0,0.0
174,0.8102,0.1704,0.018,0.0013,0.0001,0.8078579,0.17252892,0.0196575,0.0,0.0
175,0.9769,0.0228,0.0003,0.0,0.0,0.9762332,0.024372935,0.0,0.0,0.0
176,0.9769,0.0228,0.0003,0.0,0.0,0.9731029,0.027298436,0.0,0.0,0.0
177,0.9769,0.0228,0.0003,0.0,0.0,0.97334605,0.027099118,0.0,0.0,0.0
178,0.9769,0.0228,0.0003,0.0,0.0,0.9829881,0.018304437,0.0,0.0,0.0
179,0.9769,0.0228,0.0003,0.0,0.0,0.97198105,0.028701574,0.0,0.0,0.0
180,0.8102,0.1704,0.018,0.0013,0.0001,0.81115496,0.16818635,0.01301166,0.0,0.0
181,0.9769,0.0228,0.0003,0.0,0.0,0.97571397,0.024732888,0.0,0.0,0.0
182,0.8102,0.1704,0.018,0.0013,0.0001,0.8098787,0.1691394,0.01369673,0.0,0.0
183,0.8102,0.1704,0.018,0.0013,0.0001,0.80773884,0.17305076,0.0,0.0,0.0
184,0.9769,0.0228,0.0003,0.0,0.0,0.96465427,0.0356545,0.0,0.0,0.0
185,0.8102,0.1704,0.018,0.0013,0.0001,0.80845284,0.1724641,0.019789264,0.0,0.0
186,0.8102,0.1704,0.018,0.0013,0.0001,0.80742466,0.17352448,0.0,0.0,0.0
187,0.8102,0.1704,0.018,0.0013,0.0001,0.8124982,0.16783284,0.0,0.0,0.0
188,0.8102,0.1704,0.018,0.0013,0.0001,0.8113867,0.16904747,0.0,0.0,0.0
189,0.9769,0.0228,0.0003,0.0,0.0,0.9737279,0.026032627,0.0,0.0,0.0
190,0.8102,0.1704,0.018,0.0013,0.0001,0.8279999,0.15315379,0.0,0.0,0.0
191,0.9769,0.0228,0.0003,0.0,0.0,0.97742724,0.021856174,0.0,0.0,0.0
192,0.9769,0.0228,0.0003,0.0,0.0,0.9723717,0.027671859,0.0,0.0,0.0
193,0.8102,0.1704,0.018,0.0013,0.0001,0.84221554,0.13882111,0.0,0.0,0.0
194,0.9769,0.0228,0.0003,0.0,0.0,0.9649848,0.03535047,0.0,0.0,0.0
195,0.9769,0.0228,0.0003,0.0,0.0,0.9759605,0.024604186,0.0,0.0,0.0
196,0.9769,0.0228,0.0003,0.0,0.0,0.9795923,0.021354675,0.0,0.0,0.0
197,0.8102,0.1704,0.018,0.0013,0.0001,0.8942042,0.096164234,0.0,0.0,0.0
198,0.9769,0.0228,0.0003,0.0,0.0,0.9771887,0.023577943,0.0,0.0,0.0
199,0.8102,0.1704,0.018,0.0013,0.0001,0.80739695,0.17363971,0.0,0.0,0.0
200,0.8102,0.1704,0.018,0.0013,0.0001,0.8064663,0.17348135,0.021618173,0.0,0.0
201,0.9769,0.0228,0.0003,0.0,0.0,0.9711509,0.028787106,0.0,0.0,0.0
202,0.8102,0.1704,0.018,0.0013,0.0001,0.80725724,0.1729499,0.020118397,0.0,0.0
203,0.9769,0.0228,0.0003,0.0,0.0,0.98135746,0.020039037,0.0,0.0,0.0
204,0.9769,0.0228,0.0003,0.0,0.0,0.97062707,0.029846624,0.0,0.0,0.0
205,0.9769,0.0228,0.0003,0.0,0.0,0.97404003,0.026359305,0.0,0.0,0.0
206,0.9769,0.0228,0.0003,0.0,0.0,0.9777379,0.02143374,0.0,0.0,0.0
207,0.8102,0.1704,0.018,0.0013,0.0001,0.8100701,0.17024952,0.0,0.0,0.0
208,0.9769,0.0228,0.0003,0.0,0.0,0.97427946,0.026084587,0.0,0.0,0.0
209,0.8102,0.1704,0.018,0.0013,0.0001,0.8108471,0.17027539,0.0,0.0,0.0
210,0.9769,0.0228,0.0003,0.0,0.0,0.97445995,0.026188612,0.0,0.0,0.0
211,0.8102,0.1704,0.018,0.0013,0.0001,0.8062576,0.1737902,0.021328285,0.0,0.0
212,0.8102,0.1704,0.018,0.0013,0.0001,0.8038795,0.17613055,0.0,0.0,0.0
213,0.8102,0.1704,0.018,0.0013,0.0001,0.81474996,0.16670267,0.0,0.0,0.0
214,0.9769,0.0228,0.0003,0.0,0.0,0.97102976,0.026278242,0.0,0.0,0.0
215,0.8102,0.1704,0.018,0.0013,0.0001,0.8359735,0.14726304,0.0,0.0,0.0
216,0.8102,0.1704,0.018,0.0013,0.0001,0.93002534,0.06476641,0.0,0.0,0.0
217,0.9769,0.0228,0.0003,0.0,0.0,0.98174834,0.019457534,0.0,0.0,0.0
218,0.8102,0.1704,0.018,0.0013,0.0001,0.8117348,0.16934538,0.0,0.0,0.0
219,0.9769,0.0228,0.0003,0.0,0.0,0.96958846,0.028088585,0.0,0.0,0.0
220,0.9769,0.0228,0.0003,0.0,0.0,0.97745824,0.023081124,0.0,0.0,0.0
221,0.9769,0.0228,0.0003,0.0,0.0,0.98114973,0.01995714,0.0,0.0,0.0
222,0.8102,0.1704,0.018,0.0013,0.0001,0.8087491,0.17020582,0.0,0.0,0.0
223,0.8102,0.1704,0.018,0.0013,0.0001,0.8114041,0.16913107,0.0,0.0,0.0
224,0.9769,0.0228,0.0003,0.0,0.0,0.980249,0.020962998,0.0,0.0,0.0
225,0.8102,0.1704,0.018,0.0013,0.0001,0.8051834,0.17460819,0.022206426,0.0,0.0
226,0.8102,0.1704,0.018,0.0013,0.0001,0.8036954,0.17631038,0.0,0.0,0.0
227,0.8102,0.1704,0.018,0.0013,0.0001,0.8120863,0.1684231,0.0,0.0,0.0
228,0.9769,0.0228,0.0003,0.0,0.0,0.9738016,0.026936889,0.0,0.0,0.0
229,0.8102,0.1704,0.018,0.0013,0.0001,0.8114903,0.16905332,0.0,0.0,0.0
230,0.9769,0.0228,0.0003,0.0,0.0,0.97087514,0.029576108,0.0,0.0,0.0
231,0.9769,0.0228,0.0003,0.0,0.0,0.9817349,0.019390732,0.0,0.0,0.0
232,0.8102,0.1704,0.018,0.0013,0.0001,0.811754,0.16868152,0.0,0.0,0.0
233,0.9769,0.0228,0.0003,0.0,0.0,0.97822857,0.020498812,0.0,0.0,0.0
234,0.9769,0.0228,0.0003,0.0,0.0,0.9644573,0.034379944,0.0,0.0,0.0
235,0.8102,0.1704,0.018,0.0013,0.0001,0.8322863,0.14823493,0.0,0.0,0.0
236,0.9769,0.0228,0.0003,0.0,0.0,0.97826177,0.026932463,0.0,0.0,0.0
237,0.8102,0.1704,0.018,0.0013,0.0001,0.8040741,0.17639863,0.0,0.0013323277,0.0
238,0.8102,0.1704,0.018,0.0013,0.0001,0.80749685,0.17338626,0.020004038,0.0,0.0
239,0.9769,0.0228,0.0003,0.0,0.0,0.9773449,0.021644399,0.0,0.0,0.0
240,0.9769,0.0228,0.0003,0.0,0.0,0.9746817,0.025323078,0.0,0.0,0.0
241,0.8102,0.1704,0.018,0.0013,0.0001,0.9478517,0.049059317,0.0,0.0,0.0
242,0.9769,0.0228,0.0003,0.0,0.0,0.98185736,0.019375876,0.0,0.0,0.0
243,0.9769,0.0228,0.0003,0.0,0.0,0.97679424,0.022914931,0.0,0.0,0.0
244,0.9769,0.0228,0.0003,0.0,0.0,0.97873616,0.021054134,0.0,0.0,0.0
245,0.8102,0.1704,0.018,0.0013,0.0001,0.82739556,0.15478078,0.0,0.0,0.0
246,0.9769,0.0228,0.0003,0.0,0.0,0.97349507,0.027243704,0.0,0.0,0.0
247,0.9769,0.0228,0.0003,0.0,0.0,0.9665436,0.03409578,0.0,0.0,0.0
248,0.9769,0.0228,0.0003,0.0,0.0,0.8330417,0.15008762,0.0,0.0,0.0
249,0.8102,0.1704,0.018,0.0013,0.0001,0.8290252,0.15148625,0.0,0.0,0.0
250,0.9769,0.0228,0.0003,0.0,0.0,0.9750788,0.02546084,0.0,0.0,0.0
251,0.9769,0.0228,0.0003,0.0,0.0,0.97633,0.024290815,0.0,0.0,0.0
252,0.8102,0.1704,0.018,0.0013,0.0001,0.80791974,0.1730338,0.01979392,0.0,0.0
253,0.9769,0.0228,0.0003,0.0,0.0,0.97367257,0.026268095,0.0,0.0,0.0
254,0.8102,0.1704,0.018,0.0013,0.0001,0.8388378,0.14595678,0.0,0.0,0.0
255,0.8102,0.1704,0.018,0.0013,0.0001,0.8073514,0.17374068,0.0,0.0,0.0
256,0.9769,0.0228,0.0003,0.0,0.0,0.98052984,0.020708114,0.0,0.0,0.0
257,0.8102,0.1704,0.018,0.0013,0.0001,0.9448048,0.052425697,0.0,0.0,0.0
258,0.8102,0.1704,0.018,0.0013,0.0001,0.8083276,0.17225173,0.0,0.0,0.0
259,0.8102,0.1704,0.018,0.0013,0.0001,0.80535406,0.17408815,0.020850927,0.0,0.0
260,0.9769,0.0228,0.0003,0.0,0.0,0.98021185,0.02099447,0.0,0.0,0.0
261,0.9769,0.0228,0.0003,0.0,0.0,0.8192707,0.16220093,0.0,0.0,0.0
262,0.8102,0.1704,0.018,0.0013,0.0001,0.8067056,0.173521,0.021231327,0.0,0.0
263,0.9769,0.0228,0.0003,0.0,0.0,0.9738682,0.026434332,0.0,0.0,0.0
264,0.9769,0.0228,0.0003,0.0,0.0,0.9694029,0.031088501,0.0,0.0,0.0
265,0.9769,0.0228,0.0003,0.0,0.0,0.9644289,0.03436163,0.0,0.0,0.0
266,0.8102,0.1704,0.018,0.0013,0.0001,0.8106434,0.16979754,0.0,0.0,0.0
267,0.8102,0.1704,0.018,0.0013,0.0001,0.80838907,0.1728552,0.0,0.0,0.0
268,0.8102,0.1704,0.018,0.0013,0.0001,0.80685276,0.1703623,0.0,0.0,0.0
269,0.9769,0.0228,0.0003,0.0,0.0,0.97737676,0.021628216,0.0,0.0,0.0
270,0.9769,0.0228,0.0003,0.0,0.0,0.9822445,0.018983766,0.0,0.0,0.0
271,0.9769,0.0228,0.0003,0.0,0.0,0.9804619,0.019896656,0.0,0.0,0.0
272,0.9769,0.0228,0.0003,0.0,0.0,0.96993893,0.03305228,0.0,0.0,0.0
273,0.9769,0.0228,0.0003,0.0,0.0,0.97134227,0.028027505,0.0,0.0,0.0
274,0.8102,0.1704,0.018,0.0013,0.0001,0.8025561,0.17707004,0.0,0.0,0.0
275,0.8102,0.1704,0.018,0.0013,0.0001,0.9446844,0.04999292,0.0,0.0,0.0
276,0.8102,0.1704,0.018,0.0013,0.0001,0.8113271,0.17004548,0.0,0.0,0.0
277,0.8102,0.1704,0.018,0.0013,0.0001,0.810165,0.17003408,0.0,0.0,0.0
