,"('k6a 0',)","('k6a 1',)","('k6a 2',)","('k6a 3',)","('k6a 4',)",k6a 0_pred,k6a 1_pred,k6a 2_pred,k6a 3_pred,k6a 4_pred
0,0.9307,0.0669,0.0024,0.0001,0.0,0.93071246,0.067350425,0.0027426705,0.0,0.0
1,0.9307,0.0669,0.0024,0.0001,0.0,0.93205094,0.0662531,0.0020372495,0.0,0.0
2,0.9307,0.0669,0.0024,0.0001,0.0,0.9387008,0.062366202,0.0,0.0,0.0
3,0.9307,0.0669,0.0024,0.0001,0.0,0.9387599,0.06222289,0.0,0.0,0.0
4,0.9307,0.0669,0.0024,0.0001,0.0,0.9388272,0.062188435,0.0,0.0,0.0
5,0.9307,0.0669,0.0024,0.0001,0.0,0.9315445,0.06683974,0.0,0.0,0.0
6,0.5232,0.3386,0.1098,0.0239,0.004,0.5239866,0.33733812,0.107528806,0.0,0.0
7,0.9307,0.0669,0.0024,0.0001,0.0,0.93205327,0.066144526,0.0,0.0,0.0
8,0.9307,0.0669,0.0024,0.0001,0.0,0.9310916,0.06734736,0.0,0.0,0.0
9,0.9307,0.0669,0.0024,0.0001,0.0,0.9319823,0.065533996,0.0,0.0,0.0
10,0.9307,0.0669,0.0024,0.0001,0.0,0.93326247,0.06547468,0.0,0.0,0.0
11,0.9307,0.0669,0.0024,0.0001,0.0,0.9289122,0.06650846,0.0,0.0,0.0
12,0.5232,0.3386,0.1098,0.0239,0.004,0.525148,0.33683673,0.11066702,0.0,0.0
13,0.9307,0.0669,0.0024,0.0001,0.0,0.92884004,0.06614637,0.0,0.0,0.0
14,0.5232,0.3386,0.1098,0.0239,0.004,0.5217468,0.33978334,0.10994776,0.0,0.0
15,0.9307,0.0669,0.0024,0.0001,0.0,0.93124425,0.066826984,0.0,0.0,0.0
16,0.9307,0.0669,0.0024,0.0001,0.0,0.9321109,0.066300064,0.002033854,0.0,0.0
17,0.5232,0.3386,0.1098,0.0239,0.004,0.52237254,0.34006616,0.109386005,0.0,0.0
18,0.5232,0.3386,0.1098,0.0239,0.004,0.52280015,0.338674,0.11032249,0.0,0.0
19,0.9307,0.0669,0.0024,0.0001,0.0,0.9300147,0.06673543,0.0,0.0,0.0
20,0.5232,0.3386,0.1098,0.0239,0.004,0.5239005,0.33896387,0.109937444,0.0,0.0
21,0.5232,0.3386,0.1098,0.0239,0.004,0.5220961,0.33883932,0.10982741,0.0,0.0
22,0.9307,0.0669,0.0024,0.0001,0.0,0.9335785,0.065845296,0.0,0.0,0.0
23,0.9307,0.0669,0.0024,0.0001,0.0,0.9315505,0.066734485,0.0,0.0,0.0
24,0.5232,0.3386,0.1098,0.0239,0.004,0.52402204,0.33670762,0.1099553,0.0,0.0
25,0.9307,0.0669,0.0024,0.0001,0.0,0.929981,0.066731825,0.0,0.0,0.0
26,0.9307,0.0669,0.0024,0.0001,0.0,0.93009585,0.06677468,0.0,0.0,0.0
27,0.5232,0.3386,0.1098,0.0239,0.004,0.52406144,0.33686545,0.10998043,0.0,0.0
28,0.5232,0.3386,0.1098,0.0239,0.004,0.52401096,0.33866954,0.11146986,0.0,0.0
29,0.5232,0.3386,0.1098,0.0239,0.004,0.52156687,0.3375173,0.11070381,0.0,0.0
30,0.9307,0.0669,0.0024,0.0001,0.0,0.9318361,0.0665058,0.0021614674,0.0,0.0
31,0.5232,0.3386,0.1098,0.0239,0.004,0.52328134,0.33894715,0.11008725,0.0,0.0
32,0.9307,0.0669,0.0024,0.0001,0.0,0.9401034,0.06082382,0.0,0.0,0.0
33,0.9307,0.0669,0.0024,0.0001,0.0,0.9284872,0.06747219,0.003094038,0.0,0.0
34,0.5232,0.3386,0.1098,0.0239,0.004,0.527042,0.3359555,0.11356561,0.0,0.0
35,0.5232,0.3386,0.1098,0.0239,0.004,0.52082276,0.3403366,0.1117386,0.0,0.0
36,0.9307,0.0669,0.0024,0.0001,0.0,0.9313772,0.06696366,0.0,0.0,0.0
37,0.5232,0.3386,0.1098,0.0239,0.004,0.5248364,0.33636114,0.11039673,0.0,0.0
38,0.9307,0.0669,0.0024,0.0001,0.0,0.9314617,0.066958144,0.0,0.0,0.0
39,0.5232,0.3386,0.1098,0.0239,0.004,0.5218632,0.34009647,0.10915504,0.0,0.0
40,0.9307,0.0669,0.0024,0.0001,0.0,0.92828673,0.06765224,0.003189901,0.0,0.0
41,0.5232,0.3386,0.1098,0.0239,0.004,0.52788013,0.33512914,0.10847512,0.0,0.0
42,0.9307,0.0669,0.0024,0.0001,0.0,0.9318062,0.066551864,0.0021943916,0.0,0.0
43,0.5232,0.3386,0.1098,0.0239,0.004,0.5243925,0.33792984,0.1107482,0.0,0.0
44,0.5232,0.3386,0.1098,0.0239,0.004,0.52242875,0.33855063,0.11161323,0.0,0.0
45,0.5232,0.3386,0.1098,0.0239,0.004,0.52449846,0.33707803,0.11160742,0.0,0.0
46,0.9307,0.0669,0.0024,0.0001,0.0,0.932525,0.06751832,0.0,0.0,0.0
47,0.5232,0.3386,0.1098,0.0239,0.004,0.5227561,0.33753824,0.10889287,0.0,0.0
48,0.9307,0.0669,0.0024,0.0001,0.0,0.9308214,0.06662536,0.0,0.0,0.0
49,0.9307,0.0669,0.0024,0.0001,0.0,0.93392384,0.06579159,0.0,0.0,0.0
50,0.9307,0.0669,0.0024,0.0001,0.0,0.93046737,0.06658594,0.0,0.0,0.0
51,0.9307,0.0669,0.0024,0.0001,0.0,0.9382941,0.06275204,0.0,0.0,0.0
52,0.5232,0.3386,0.1098,0.0239,0.004,0.5260292,0.33513317,0.11051218,0.0,0.0
53,0.5232,0.3386,0.1098,0.0239,0.004,0.5239222,0.33512995,0.11030154,0.0,0.0
54,0.9307,0.0669,0.0024,0.0001,0.0,0.9321302,0.066288486,0.0020238142,0.0,0.0
55,0.9307,0.0669,0.0024,0.0001,0.0,0.9313251,0.066847645,0.0,0.0,0.0
56,0.5232,0.3386,0.1098,0.0239,0.004,0.52376115,0.33860537,0.10964891,0.0,0.0
57,0.9307,0.0669,0.0024,0.0001,0.0,0.9395291,0.061493903,0.0,0.0,0.0
58,0.9307,0.0669,0.0024,0.0001,0.0,0.9314702,0.06687018,0.0,0.0,0.0
59,0.5232,0.3386,0.1098,0.0239,0.004,0.52427435,0.3369077,0.10988082,0.0,0.0
60,0.9307,0.0669,0.0024,0.0001,0.0,0.9319383,0.06650534,0.002165962,0.0,0.0
61,0.9307,0.0669,0.0024,0.0001,0.0,0.9271799,0.0691041,0.0,0.0,0.0
62,0.9307,0.0669,0.0024,0.0001,0.0,0.92931414,0.06623514,0.0,0.0,0.0
63,0.9307,0.0669,0.0024,0.0001,0.0,0.93135583,0.066742525,0.0023345854,0.0,0.0
64,0.5232,0.3386,0.1098,0.0239,0.004,0.5246906,0.33644238,0.110425994,0.0,0.0
65,0.9307,0.0669,0.0024,0.0001,0.0,0.932133,0.066169634,0.0019722618,0.0,0.0
66,0.9307,0.0669,0.0024,0.0001,0.0,0.9360133,0.06484862,0.0,0.0,0.0
67,0.9307,0.0669,0.0024,0.0001,0.0,0.93188727,0.06664927,0.0022117924,0.0,0.0
68,0.5232,0.3386,0.1098,0.0239,0.004,0.5215623,0.3398761,0.1099329,0.0,0.0
69,0.9307,0.0669,0.0024,0.0001,0.0,0.93180025,0.06688427,0.0,0.0,0.0
70,0.9307,0.0669,0.0024,0.0001,0.0,0.9316157,0.06559913,0.0018611252,0.0,0.0
71,0.5232,0.3386,0.1098,0.0239,0.004,0.52212757,0.33900774,0.11190684,0.0,0.0
72,0.9307,0.0669,0.0024,0.0001,0.0,0.9322052,0.06625017,0.0019962564,0.0,0.0
73,0.9307,0.0669,0.0024,0.0001,0.0,0.9316051,0.06602274,0.002076542,0.0,0.0
74,0.9307,0.0669,0.0024,0.0001,0.0,0.93199563,0.066534564,0.0021417253,0.0,0.0
75,0.5232,0.3386,0.1098,0.0239,0.004,0.5217917,0.33839533,0.11119124,0.0,0.0
76,0.9307,0.0669,0.0024,0.0001,0.0,0.93059033,0.06654665,0.0,0.0,0.0
77,0.9307,0.0669,0.0024,0.0001,0.0,0.9325372,0.06620094,0.0019263625,0.0,0.0
78,0.5232,0.3386,0.1098,0.0239,0.004,0.52352625,0.3366261,0.11221609,0.0,0.0
79,0.9307,0.0669,0.0024,0.0001,0.0,0.9314585,0.062627174,0.0,0.0,0.0
80,0.9307,0.0669,0.0024,0.0001,0.0,0.9302523,0.06634922,0.0,0.0,0.0
81,0.9307,0.0669,0.0024,0.0001,0.0,0.9352341,0.06546893,0.0,0.0,0.0
82,0.5232,0.3386,0.1098,0.0239,0.004,0.5218167,0.33781883,0.110936895,0.0,0.0
83,0.5232,0.3386,0.1098,0.0239,0.004,0.52446014,0.33722067,0.11067592,0.0,0.0
84,0.9307,0.0669,0.0024,0.0001,0.0,0.9377772,0.06320283,0.0,0.0,0.0
85,0.9307,0.0669,0.0024,0.0001,0.0,0.93243325,0.06621067,0.0019457173,0.0,0.0
86,0.5232,0.3386,0.1098,0.0239,0.004,0.5243944,0.33768955,0.110750794,0.0,0.0
87,0.9307,0.0669,0.0024,0.0001,0.0,0.92970103,0.06833244,0.0,0.0,0.0
88,0.9307,0.0669,0.0024,0.0001,0.0,0.9312151,0.06677643,0.0,0.0,0.0
89,0.9307,0.0669,0.0024,0.0001,0.0,0.93099356,0.06681009,0.0,0.0,0.0
90,0.5232,0.3386,0.1098,0.0239,0.004,0.52364236,0.33709726,0.11006497,0.0,0.0
91,0.5232,0.3386,0.1098,0.0239,0.004,0.52236056,0.33901975,0.11079528,0.0,0.0
92,0.9307,0.0669,0.0024,0.0001,0.0,0.9320121,0.06553508,0.0,0.0,0.0
93,0.9307,0.0669,0.0024,0.0001,0.0,0.9312317,0.06649285,0.0014477912,0.0,0.0
94,0.9307,0.0669,0.0024,0.0001,0.0,0.93170214,0.06681176,0.0,0.0,0.0
95,0.5232,0.3386,0.1098,0.0239,0.004,0.52439535,0.3360171,0.11205957,0.0,0.0
96,0.5232,0.3386,0.1098,0.0239,0.004,0.5266806,0.3350668,0.110789426,0.0,0.0
97,0.9307,0.0669,0.0024,0.0001,0.0,0.92982376,0.06623702,0.0,0.0,0.0
98,0.5232,0.3386,0.1098,0.0239,0.004,0.52702045,0.336989,0.11425155,0.0,0.0
99,0.5232,0.3386,0.1098,0.0239,0.004,0.52176994,0.3382176,0.11165988,0.0,0.0
100,0.5232,0.3386,0.1098,0.0239,0.004,0.523548,0.33778706,0.10998019,0.0,0.0
101,0.5232,0.3386,0.1098,0.0239,0.004,0.5232234,0.33701673,0.11033318,0.0,0.0
102,0.5232,0.3386,0.1098,0.0239,0.004,0.5261607,0.33575198,0.113399744,0.0,0.0
103,0.5232,0.3386,0.1098,0.0239,0.004,0.52333236,0.33709967,0.110337466,0.0,0.0
104,0.5232,0.3386,0.1098,0.0239,0.004,0.5255443,0.33608964,0.10892975,0.0,0.0
105,0.9307,0.0669,0.0024,0.0001,0.0,0.9320853,0.06642513,0.0020907018,0.0,0.0
106,0.5232,0.3386,0.1098,0.0239,0.004,0.5227096,0.33744374,0.11054537,0.0,0.0
107,0.9307,0.0669,0.0024,0.0001,0.0,0.9273997,0.06937123,0.0,0.0,0.0
108,0.9307,0.0669,0.0024,0.0001,0.0,0.939903,0.06104141,0.0,0.0,0.0
109,0.9307,0.0669,0.0024,0.0001,0.0,0.93137264,0.06696868,0.0,0.0,0.0
110,0.5232,0.3386,0.1098,0.0239,0.004,0.522587,0.33972502,0.109478585,0.0,0.0
111,0.5232,0.3386,0.1098,0.0239,0.004,0.5241942,0.33730084,0.11124918,0.0,0.0
112,0.9307,0.0669,0.0024,0.0001,0.0,0.9313444,0.06685361,0.0,0.0,0.0
113,0.9307,0.0669,0.0024,0.0001,0.0,0.9313251,0.06684764,0.0,0.0,0.0
114,0.5232,0.3386,0.1098,0.0239,0.004,0.5241267,0.33767393,0.11023146,0.0,0.0
115,0.9307,0.0669,0.0024,0.0001,0.0,0.93223417,0.06633353,0.002034409,0.0,0.0
116,0.9307,0.0669,0.0024,0.0001,0.0,0.9312846,0.06648486,0.0,0.0,0.0
117,0.5232,0.3386,0.1098,0.0239,0.004,0.5220679,0.33781436,0.1115826,0.0,0.0
118,0.5232,0.3386,0.1098,0.0239,0.004,0.5221962,0.3383204,0.111547545,0.0,0.0
119,0.5232,0.3386,0.1098,0.0239,0.004,0.5243383,0.33643708,0.11022371,0.0,0.0
120,0.9307,0.0669,0.0024,0.0001,0.0,0.94024146,0.060624354,0.0,0.0,0.0
121,0.9307,0.0669,0.0024,0.0001,0.0,0.93129665,0.06692247,0.0,0.0,0.0
122,0.9307,0.0669,0.0024,0.0001,0.0,0.92939395,0.067519896,0.0,0.0,0.0
123,0.9307,0.0669,0.0024,0.0001,0.0,0.92784417,0.06776367,0.003302847,0.0,0.0
124,0.9307,0.0669,0.0024,0.0001,0.0,0.9322804,0.066501945,0.0,0.0,0.0
125,0.9307,0.0669,0.0024,0.0001,0.0,0.9280329,0.06650989,0.0,0.0,0.0
126,0.9307,0.0669,0.0024,0.0001,0.0,0.93217605,0.06630167,0.0020244848,0.0,0.0
127,0.9307,0.0669,0.0024,0.0001,0.0,0.9314227,0.06672534,0.0,0.0,0.0
128,0.9307,0.0669,0.0024,0.0001,0.0,0.9329202,0.065831885,0.0,0.0,0.0
129,0.5232,0.3386,0.1098,0.0239,0.004,0.524215,0.33760825,0.1125403,0.0,0.0
130,0.5232,0.3386,0.1098,0.0239,0.004,0.52946323,0.33551297,0.11109023,0.0,0.0
131,0.5232,0.3386,0.1098,0.0239,0.004,0.5243287,0.33688724,0.10986949,0.0,0.0
132,0.5232,0.3386,0.1098,0.0239,0.004,0.52512366,0.33630615,0.110573895,0.0,0.0
133,0.9307,0.0669,0.0024,0.0001,0.0,0.93017256,0.06718923,0.0,0.0,0.0
134,0.5232,0.3386,0.1098,0.0239,0.004,0.52193964,0.34021226,0.109909885,0.0,0.0
135,0.9307,0.0669,0.0024,0.0001,0.0,0.9404812,0.060416788,0.0,0.0,0.0
136,0.5232,0.3386,0.1098,0.0239,0.004,0.5214555,0.34004444,0.10984275,0.0,0.0
137,0.9307,0.0669,0.0024,0.0001,0.0,0.9323997,0.0662348,0.0019644834,0.0,0.0
138,0.5232,0.3386,0.1098,0.0239,0.004,0.5228284,0.33850694,0.11192659,0.0,0.0
139,0.5232,0.3386,0.1098,0.0239,0.004,0.5269377,0.33529514,0.11005498,0.0,0.0
140,0.9307,0.0669,0.0024,0.0001,0.0,0.93000376,0.06765501,0.0025001485,0.0,0.0
141,0.5232,0.3386,0.1098,0.0239,0.004,0.60676587,0.29019633,0.09280528,0.0,0.0
142,0.9307,0.0669,0.0024,0.0001,0.0,0.93847835,0.06251386,0.0,0.0,0.0
143,0.9307,0.0669,0.0024,0.0001,0.0,0.93116856,0.06720367,0.0,0.0,0.0
144,0.9307,0.0669,0.0024,0.0001,0.0,0.929659,0.070125096,0.0,0.0,0.0
145,0.5232,0.3386,0.1098,0.0239,0.004,0.5272412,0.3357298,0.10932621,0.0,0.0
146,0.5232,0.3386,0.1098,0.0239,0.004,0.52310425,0.33828062,0.111692995,0.0,0.0
147,0.5232,0.3386,0.1098,0.0239,0.004,0.5247643,0.33843225,0.1137907,0.0,0.0
148,0.9307,0.0669,0.0024,0.0001,0.0,0.92781854,0.07046101,0.0,0.0,0.0
149,0.5232,0.3386,0.1098,0.0239,0.004,0.52360964,0.33615863,0.110078715,0.0,0.0
150,0.5232,0.3386,0.1098,0.0239,0.004,0.5260295,0.33669123,0.11109765,0.0,0.0
151,0.9307,0.0669,0.0024,0.0001,0.0,0.92912203,0.065074116,0.0,0.0,0.0
152,0.5232,0.3386,0.1098,0.0239,0.004,0.522772,0.33850965,0.11141202,0.0,0.0
153,0.9307,0.0669,0.0024,0.0001,0.0,0.940413,0.06044348,0.0,0.0,0.0
154,0.5232,0.3386,0.1098,0.0239,0.004,0.52476,0.33612412,0.110655025,0.0,0.0
155,0.9307,0.0669,0.0024,0.0001,0.0,0.9334971,0.06678118,0.0,0.0,0.0
156,0.9307,0.0669,0.0024,0.0001,0.0,0.93193674,0.06651044,0.002148673,0.0,0.0
157,0.9307,0.0669,0.0024,0.0001,0.0,0.9312413,0.0669397,0.0,0.0,0.0
158,0.5232,0.3386,0.1098,0.0239,0.004,0.52245784,0.33856398,0.11144711,0.0,0.0
159,0.5232,0.3386,0.1098,0.0239,0.004,0.5229898,0.33659253,0.11180911,0.0,0.0
160,0.5232,0.3386,0.1098,0.0239,0.004,0.526971,0.33511296,0.10937692,0.0,0.0
161,0.9307,0.0669,0.0024,0.0001,0.0,0.93142116,0.06690319,0.0,0.0,0.0
162,0.5232,0.3386,0.1098,0.0239,0.004,0.5293213,0.33358923,0.10521308,0.0,0.0
163,0.5232,0.3386,0.1098,0.0239,0.004,0.5263596,0.33644223,0.11059996,0.0,0.0
164,0.5232,0.3386,0.1098,0.0239,0.004,0.5231298,0.3387435,0.11017527,0.0,0.0
165,0.9307,0.0669,0.0024,0.0001,0.0,0.93063724,0.066828825,0.0,0.0,0.0
166,0.9307,0.0669,0.0024,0.0001,0.0,0.9307016,0.066547066,0.0,0.0,0.0
167,0.9307,0.0669,0.0024,0.0001,0.0,0.94015783,0.060772426,0.0,0.0,0.0
168,0.9307,0.0669,0.0024,0.0001,0.0,0.9380784,0.06289345,0.0,0.0,0.0
169,0.9307,0.0669,0.0024,0.0001,0.0,0.93068266,0.06641125,0.0,0.0,0.0
170,0.5232,0.3386,0.1098,0.0239,0.004,0.52454245,0.33590242,0.10869266,0.0,0.0
171,0.9307,0.0669,0.0024,0.0001,0.0,0.92854357,0.06880526,0.0,0.0,0.0
172,0.5232,0.3386,0.1098,0.0239,0.004,0.5224054,0.3384691,0.11217451,0.0,0.0
173,0.9307,0.0669,0.0024,0.0001,0.0,0.930417,0.06652706,0.0,0.0,0.0
174,0.5232,0.3386,0.1098,0.0239,0.004,0.52350545,0.3387866,0.11177946,0.0,0.0
175,0.9307,0.0669,0.0024,0.0001,0.0,0.93980116,0.061149314,0.0,0.0,0.0
176,0.5232,0.3386,0.1098,0.0239,0.004,0.5219208,0.33930048,0.10990146,0.0,0.0
177,0.5232,0.3386,0.1098,0.0239,0.004,0.52321136,0.3389752,0.109859735,0.0,0.0
178,0.9307,0.0669,0.0024,0.0001,0.0,0.932145,0.06632461,0.002037093,0.0,0.0
179,0.5232,0.3386,0.1098,0.0239,0.004,0.52404326,0.33679682,0.11014921,0.0,0.0
180,0.5232,0.3386,0.1098,0.0239,0.004,0.5234608,0.3384456,0.11244175,0.0,0.0
181,0.5232,0.3386,0.1098,0.0239,0.004,0.5247823,0.33757043,0.11064813,0.0,0.0
182,0.5232,0.3386,0.1098,0.0239,0.004,0.5238601,0.3376858,0.112527676,0.0,0.0
183,0.9307,0.0669,0.0024,0.0001,0.0,0.92841876,0.06670829,0.0,0.0,0.0
184,0.5232,0.3386,0.1098,0.0239,0.004,0.5225773,0.33757985,0.11055088,0.0,0.0
185,0.5232,0.3386,0.1098,0.0239,0.004,0.5226853,0.33922896,0.11090164,0.0,0.0
186,0.9307,0.0669,0.0024,0.0001,0.0,0.9308076,0.066910714,0.0,0.0,0.0
187,0.5232,0.3386,0.1098,0.0239,0.004,0.52563083,0.33672926,0.1107226,0.0,0.0
188,0.9307,0.0669,0.0024,0.0001,0.0,0.93114245,0.06699492,0.0,0.0,0.0
189,0.9307,0.0669,0.0024,0.0001,0.0,0.9287421,0.067374125,0.0030152444,0.0,0.0
190,0.5232,0.3386,0.1098,0.0239,0.004,0.5240135,0.33616745,0.11104697,0.0,0.0
191,0.5232,0.3386,0.1098,0.0239,0.004,0.52471185,0.33636788,0.11031784,0.0,0.0
192,0.9307,0.0669,0.0024,0.0001,0.0,0.93164945,0.066755086,0.0023104586,0.0,0.0
193,0.5232,0.3386,0.1098,0.0239,0.004,0.52367234,0.33467138,0.11194868,0.0,0.0
194,0.5232,0.3386,0.1098,0.0239,0.004,0.52257353,0.33761156,0.110555135,0.0,0.0
195,0.9307,0.0669,0.0024,0.0001,0.0,0.9397605,0.061192475,0.0,0.0,0.0
196,0.9307,0.0669,0.0024,0.0001,0.0,0.9322269,0.06632218,0.0020293035,0.0,0.0
197,0.9307,0.0669,0.0024,0.0001,0.0,0.9309387,0.067224205,0.0,0.0,0.0
198,0.9307,0.0669,0.0024,0.0001,0.0,0.94001764,0.060959857,0.0,0.0,0.0
199,0.9307,0.0669,0.0024,0.0001,0.0,0.9306946,0.06647189,0.0,0.0,0.0
200,0.5232,0.3386,0.1098,0.0239,0.004,0.52164793,0.33851838,0.11100795,0.0,0.0
201,0.5232,0.3386,0.1098,0.0239,0.004,0.52519655,0.33622286,0.11034036,0.0,0.0
202,0.5232,0.3386,0.1098,0.0239,0.004,0.5236708,0.33810157,0.11152093,0.0,0.0
203,0.9307,0.0669,0.0024,0.0001,0.0,0.94062424,0.06030804,0.0,0.0,0.0
204,0.5232,0.3386,0.1098,0.0239,0.004,0.52251494,0.3383998,0.110011056,0.0,0.0
205,0.5232,0.3386,0.1098,0.0239,0.004,0.5217694,0.33961245,0.1098881,0.0,0.0
206,0.5232,0.3386,0.1098,0.0239,0.004,0.52457845,0.33647487,0.11028944,0.0,0.0
207,0.9307,0.0669,0.0024,0.0001,0.0,0.93132794,0.06688116,0.0,0.0,0.0
208,0.5232,0.3386,0.1098,0.0239,0.004,0.5215833,0.33986,0.109935984,0.0,0.0
209,0.5232,0.3386,0.1098,0.0239,0.004,0.52819496,0.33463264,0.10861928,0.0,0.0
210,0.5232,0.3386,0.1098,0.0239,0.004,0.52490866,0.33685258,0.11054013,0.0,0.0
211,0.5232,0.3386,0.1098,0.0239,0.004,0.5224665,0.3388515,0.111805014,0.0,0.0
212,0.9307,0.0669,0.0024,0.0001,0.0,0.9272889,0.0680358,0.0,0.0,0.0
213,0.5232,0.3386,0.1098,0.0239,0.004,0.5249177,0.33764407,0.11049618,0.0,0.0
214,0.5232,0.3386,0.1098,0.0239,0.004,0.5241424,0.33519796,0.11097841,0.0,0.0
215,0.9307,0.0669,0.0024,0.0001,0.0,0.92919576,0.06708373,0.0,0.0,0.0
216,0.9307,0.0669,0.0024,0.0001,0.0,0.9312678,0.06649,0.0,0.0,0.0
217,0.9307,0.0669,0.0024,0.0001,0.0,0.93237644,0.066233344,0.001965616,0.0,0.0
218,0.5232,0.3386,0.1098,0.0239,0.004,0.52481496,0.33720586,0.11084056,0.0,0.0
219,0.5232,0.3386,0.1098,0.0239,0.004,0.5242119,0.3356044,0.11141888,0.0,0.0
220,0.5232,0.3386,0.1098,0.0239,0.004,0.52131116,0.3397217,0.10889189,0.0,0.0
221,0.9307,0.0669,0.0024,0.0001,0.0,0.9320961,0.06627199,0.002026135,0.0,0.0
222,0.5232,0.3386,0.1098,0.0239,0.004,0.5260857,0.33559233,0.11097577,0.0,0.0
223,0.9307,0.0669,0.0024,0.0001,0.0,0.9316642,0.06688074,0.0,0.0,0.0
224,0.9307,0.0669,0.0024,0.0001,0.0,0.94038117,0.060523145,0.0,0.0,0.0
225,0.5232,0.3386,0.1098,0.0239,0.004,0.5220581,0.33861923,0.11158475,0.0,0.0
226,0.9307,0.0669,0.0024,0.0001,0.0,0.9275241,0.06808007,0.0,0.0,0.0
227,0.9307,0.0669,0.0024,0.0001,0.0,0.9311398,0.06702688,0.0,0.0,0.0
228,0.5232,0.3386,0.1098,0.0239,0.004,0.5229223,0.33871043,0.10986578,0.0,0.0
229,0.9307,0.0669,0.0024,0.0001,0.0,0.93180823,0.0667008,0.0,0.0,0.0
230,0.5232,0.3386,0.1098,0.0239,0.004,0.5223801,0.33851895,0.11000261,0.0,0.0
231,0.9307,0.0669,0.0024,0.0001,0.0,0.93202436,0.06643831,0.0021050144,0.0,0.0
232,0.9307,0.0669,0.0024,0.0001,0.0,0.9297198,0.0667824,0.0,0.0,0.0
233,0.5232,0.3386,0.1098,0.0239,0.004,0.52498055,0.3363514,0.111383446,0.0,0.0
234,0.9307,0.0669,0.0024,0.0001,0.0,0.9381236,0.06295403,0.0,0.0,0.0
235,0.5232,0.3386,0.1098,0.0239,0.004,0.52317506,0.33591864,0.11181182,0.0,0.0
236,0.5232,0.3386,0.1098,0.0239,0.004,0.52835476,0.33768913,0.1079999,0.0,0.0
237,0.5232,0.3386,0.1098,0.0239,0.004,0.5271747,0.33744365,0.10537379,0.0,0.0
238,0.5232,0.3386,0.1098,0.0239,0.004,0.52354795,0.33865073,0.11039534,0.0,0.0
239,0.5232,0.3386,0.1098,0.0239,0.004,0.52206826,0.34015644,0.108998984,0.0,0.0
240,0.5232,0.3386,0.1098,0.0239,0.004,0.5223981,0.33840573,0.10778288,0.0,0.0
241,0.9307,0.0669,0.0024,0.0001,0.0,0.9306675,0.06726496,0.0,0.0,0.0
242,0.9307,0.0669,0.0024,0.0001,0.0,0.93239135,0.06616455,0.0019346792,0.0,0.0
243,0.5232,0.3386,0.1098,0.0239,0.004,0.52637196,0.33613545,0.11205689,0.0,0.0
244,0.5232,0.3386,0.1098,0.0239,0.004,0.5250597,0.33647087,0.11057097,0.0,0.0
245,0.5232,0.3386,0.1098,0.0239,0.004,0.52419984,0.33653745,0.11032524,0.0,0.0
246,0.5232,0.3386,0.1098,0.0239,0.004,0.52198106,0.3389887,0.11035153,0.0,0.0
247,0.5232,0.3386,0.1098,0.0239,0.004,0.5237408,0.3368471,0.11020316,0.0,0.0
248,0.9307,0.0669,0.0024,0.0001,0.0,0.92986566,0.06672636,0.0,0.0,0.0
249,0.5232,0.3386,0.1098,0.0239,0.004,0.5228933,0.33644536,0.111638956,0.0,0.0
250,0.5232,0.3386,0.1098,0.0239,0.004,0.5223557,0.33950627,0.10991118,0.0,0.0
251,0.9307,0.0669,0.0024,0.0001,0.0,0.93981564,0.061133947,0.0,0.0,0.0
252,0.5232,0.3386,0.1098,0.0239,0.004,0.52421504,0.33862835,0.111339085,0.0,0.0
253,0.5232,0.3386,0.1098,0.0239,0.004,0.5237109,0.336877,0.11001278,0.0,0.0
254,0.9307,0.0669,0.0024,0.0001,0.0,0.929556,0.063575126,0.0,0.0,0.0
255,0.9307,0.0669,0.0024,0.0001,0.0,0.9313171,0.066479295,0.0,0.0,0.0
256,0.9307,0.0669,0.0024,0.0001,0.0,0.940342,0.06051889,0.0,0.0,0.0
257,0.9307,0.0669,0.0024,0.0001,0.0,0.9311166,0.06619483,0.0022096708,0.0,0.0
258,0.9307,0.0669,0.0024,0.0001,0.0,0.9323526,0.066627055,0.0,0.0,0.0
259,0.5232,0.3386,0.1098,0.0239,0.004,0.5224224,0.3384864,0.11196928,0.0,0.0
260,0.9307,0.0669,0.0024,0.0001,0.0,0.9403756,0.060529,0.0,0.0,0.0
261,0.9307,0.0669,0.0024,0.0001,0.0,0.92646325,0.06842282,0.0,0.0,0.0
262,0.5232,0.3386,0.1098,0.0239,0.004,0.52256215,0.33887768,0.11162264,0.0,0.0
263,0.9307,0.0669,0.0024,0.0001,0.0,0.93202394,0.066447556,0.0021226108,0.0,0.0
264,0.5232,0.3386,0.1098,0.0239,0.004,0.522856,0.33793026,0.11001583,0.0,0.0
265,0.9307,0.0669,0.0024,0.0001,0.0,0.9379123,0.063062906,0.0,0.0,0.0
266,0.9307,0.0669,0.0024,0.0001,0.0,0.9313578,0.06678972,0.0,0.0,0.0
267,0.9307,0.0669,0.0024,0.0001,0.0,0.9304947,0.06588979,0.0,0.0,0.0
268,0.5232,0.3386,0.1098,0.0239,0.004,0.53088725,0.33608094,0.10799392,0.0,0.0
269,0.5232,0.3386,0.1098,0.0239,0.004,0.5244137,0.33647814,0.1103629,0.0,0.0
270,0.9307,0.0669,0.0024,0.0001,0.0,0.9322437,0.06630887,0.0020165592,0.0,0.0
