,"('k1 0',)","('k1 1',)","('k1 2',)","('k1 3',)","('k1 4',)",k1 0_pred,k1 1_pred,k1 2_pred,k1 3_pred,k1 4_pred
0,0.7501,0.2155,0.031,0.003,0.0002,0.75153863,0.21413074,0.0,0.0,0.0
1,0.7501,0.2155,0.031,0.003,0.0002,0.7503968,0.21456297,0.0,0.0,0.0
2,0.9686,0.0309,0.0005,0.0,0.0,0.9671518,0.03187135,0.0,0.0,0.0
3,0.9686,0.0309,0.0005,0.0,0.0,0.9670996,0.031678285,0.0,0.0,0.0
4,0.9686,0.0309,0.0005,0.0,0.0,0.9671563,0.03163303,0.0,0.0,0.0
5,0.7501,0.2155,0.031,0.003,0.0002,0.74992704,0.21601303,0.0,0.0,0.0
6,0.9686,0.0309,0.0005,0.0,0.0,0.96523124,0.028976317,0.0,0.0,0.0
7,0.7501,0.2155,0.031,0.003,0.0002,0.75019914,0.21472879,0.0,0.0,0.0
8,0.7501,0.2155,0.031,0.003,0.0002,0.7497765,0.21678285,0.0,0.0,0.0
9,0.7501,0.2155,0.031,0.003,0.0002,0.7623116,0.20261256,0.0,0.0,0.0
10,0.7501,0.2155,0.031,0.003,0.0002,0.7508436,0.21413174,0.0,0.0,0.0
11,0.9686,0.0309,0.0005,0.0,0.0,0.9599941,0.034621928,0.0,0.0,0.0
12,0.7501,0.2155,0.031,0.003,0.0002,0.7460696,0.21855536,0.0,0.0,0.0
13,0.9686,0.0309,0.0005,0.0,0.0,0.95754975,0.035285093,0.0,0.0,0.0
14,0.9686,0.0309,0.0005,0.0,0.0,0.9694765,0.029220156,0.0,0.0,0.0
15,0.7501,0.2155,0.031,0.003,0.0002,0.749555,0.2159446,0.0,0.0,0.0
16,0.7501,0.2155,0.031,0.003,0.0002,0.7499931,0.21519789,0.0,0.0,0.0
17,0.9686,0.0309,0.0005,0.0,0.0,0.9693227,0.0302688,0.0,0.0,0.0
18,0.9686,0.0309,0.0005,0.0,0.0,0.96926254,0.02744776,0.0,0.0,0.0
19,0.7501,0.2155,0.031,0.003,0.0002,0.7488965,0.21461156,0.0,0.0,0.0
20,0.9686,0.0309,0.0005,0.0,0.0,0.96517265,0.033561584,0.0,0.0,0.0
21,0.9686,0.0309,0.0005,0.0,0.0,0.9686289,0.028142951,0.0,0.0,0.0
22,0.7501,0.2155,0.031,0.003,0.0002,0.7498994,0.21649678,0.0,0.0,0.0
23,0.7501,0.2155,0.031,0.003,0.0002,0.7497654,0.21593556,0.0,0.0,0.0
24,0.7501,0.2155,0.031,0.003,0.0002,0.7462164,0.21631825,0.0,0.003281515,0.0
25,0.7501,0.2155,0.031,0.003,0.0002,0.7489087,0.21450044,0.0,0.0,0.0
26,0.9686,0.0309,0.0005,0.0,0.0,0.96304625,0.035105802,0.0,0.0,0.0
27,0.7501,0.2155,0.031,0.003,0.0002,0.74650294,0.21491626,0.0,0.0024307165,0.0
28,0.9686,0.0309,0.0005,0.0,0.0,0.96940875,0.030043628,0.0,0.0,0.0
29,0.9686,0.0309,0.0005,0.0,0.0,0.9670048,0.027366538,0.0,0.0,0.0
30,0.7501,0.2155,0.031,0.003,0.0002,0.7498683,0.21544376,0.0,0.0,0.0
31,0.9686,0.0309,0.0005,0.0,0.0,0.9684944,0.030204207,0.0,0.0,0.0
32,0.9686,0.0309,0.0005,0.0,0.0,0.96778154,0.029646382,0.0,0.0,0.0
33,0.7501,0.2155,0.031,0.003,0.0002,0.747596,0.21540502,0.0,0.0,0.0
34,0.7501,0.2155,0.031,0.003,0.0002,0.7391824,0.22875868,0.0,0.001756534,0.0
35,0.9686,0.0309,0.0005,0.0,0.0,0.97090167,0.02870294,0.0,0.0,0.0
36,0.7501,0.2155,0.031,0.003,0.0002,0.7498396,0.21617392,0.0,0.0,0.0
37,0.7501,0.2155,0.031,0.003,0.0002,0.7446234,0.2176387,0.0,0.0053957105,0.0
38,0.7501,0.2155,0.031,0.003,0.0002,0.74976075,0.21626452,0.0,0.0,0.0
39,0.9686,0.0309,0.0005,0.0,0.0,0.9668527,0.0305125,0.0,0.0,0.0
40,0.7501,0.2155,0.031,0.003,0.0002,0.7471694,0.21601714,0.0,0.0,0.0
41,0.7501,0.2155,0.031,0.003,0.0002,0.7510018,0.21460484,0.0,0.0,0.0
42,0.7501,0.2155,0.031,0.003,0.0002,0.75022197,0.21513757,0.0,0.0,0.0
43,0.7501,0.2155,0.031,0.003,0.0002,0.7464998,0.2188573,0.0,0.0,0.0
44,0.9686,0.0309,0.0005,0.0,0.0,0.96714795,0.030825958,0.0,0.0,0.0
45,0.7501,0.2155,0.031,0.003,0.0002,0.7475977,0.21670333,0.0,0.0035768151,0.0
46,0.9686,0.0309,0.0005,0.0,0.0,0.96281874,0.039382264,0.0,0.0,0.0
47,0.9686,0.0309,0.0005,0.0,0.0,0.9653099,0.030301403,0.0,0.0,0.0
48,0.9686,0.0309,0.0005,0.0,0.0,0.9626632,0.033484463,0.0,0.0,0.0
49,0.7501,0.2155,0.031,0.003,0.0002,0.7505378,0.2162309,0.0,0.0,0.0
50,0.7501,0.2155,0.031,0.003,0.0002,0.7490243,0.21477112,0.0,0.0,0.0
51,0.9686,0.0309,0.0005,0.0,0.0,0.96693623,0.032413438,0.0,0.0,0.0
52,0.7501,0.2155,0.031,0.003,0.0002,0.7471683,0.21675263,0.0,0.0032253135,0.0
53,0.7501,0.2155,0.031,0.003,0.0002,0.74987817,0.21683984,0.0,0.0,0.0
54,0.7501,0.2155,0.031,0.003,0.0002,0.7499193,0.21527584,0.0,0.0,0.0
55,0.7501,0.2155,0.031,0.003,0.0002,0.7496402,0.21602288,0.0,0.0,0.0
56,0.7501,0.2155,0.031,0.003,0.0002,0.7459265,0.21675944,0.0,0.003644202,0.0
57,0.9686,0.0309,0.0005,0.0,0.0,0.96752214,0.03064118,0.0,0.0,0.0
58,0.7501,0.2155,0.031,0.003,0.0002,0.74969864,0.21622884,0.0,0.0,0.0
59,0.7501,0.2155,0.031,0.003,0.0002,0.746614,0.21459533,0.0,0.0020271558,0.0
60,0.7501,0.2155,0.031,0.003,0.0002,0.7507485,0.21465191,0.0,0.0,0.0
61,0.9686,0.0309,0.0005,0.0,0.0,0.9597517,0.037145223,0.0,0.0,0.0
62,0.9686,0.0309,0.0005,0.0,0.0,0.9597487,0.033211768,0.0,0.0,0.0
63,0.7501,0.2155,0.031,0.003,0.0002,0.74958014,0.21564233,0.0,0.0,0.0
64,0.7501,0.2155,0.031,0.003,0.0002,0.74564695,0.21658501,0.0,0.0042042825,0.0
65,0.7501,0.2155,0.031,0.003,0.0002,0.749748,0.21516666,0.0,0.0,0.0
66,0.9686,0.0309,0.0005,0.0,0.0,0.9655695,0.03541444,0.0,0.0,0.0
67,0.7501,0.2155,0.031,0.003,0.0002,0.7500038,0.21573068,0.0,0.0,0.0
68,0.9686,0.0309,0.0005,0.0,0.0,0.9694667,0.029253896,0.0,0.0,0.0
69,0.9686,0.0309,0.0005,0.0,0.0,0.9640809,0.034065995,0.0,0.0,0.0
70,0.7501,0.2155,0.031,0.003,0.0002,0.7503854,0.21231377,0.0,0.0,0.0
71,0.9686,0.0309,0.0005,0.0,0.0,0.9668939,0.031821944,0.0,0.0,0.0
72,0.7501,0.2155,0.031,0.003,0.0002,0.74996454,0.2152411,0.0,0.0,0.0
73,0.7501,0.2155,0.031,0.003,0.0002,0.7521798,0.21143842,0.0,0.0,0.0
74,0.7501,0.2155,0.031,0.003,0.0002,0.74980515,0.2158147,0.0,0.0,0.0
75,0.9686,0.0309,0.0005,0.0,0.0,0.96640825,0.030494448,0.0,0.0,0.0
76,0.9686,0.0309,0.0005,0.0,0.0,0.96238047,0.033264622,0.0,0.0,0.0
77,0.7501,0.2155,0.031,0.003,0.0002,0.7503526,0.21518724,0.0,0.0,0.0
78,0.9686,0.0309,0.0005,0.0,0.0,0.9429166,0.052008163,0.0,0.0,0.0
79,0.9686,0.0309,0.0005,0.0,0.0,0.9277185,0.054728143,0.0,0.0,0.0
80,0.9686,0.0309,0.0005,0.0,0.0,0.9612947,0.033311848,0.0,0.0,0.0
81,0.9686,0.0309,0.0005,0.0,0.0,0.9649689,0.036340132,0.0,0.0,0.0
82,0.9686,0.0309,0.0005,0.0,0.0,0.96719706,0.028194226,0.0,0.0,0.0
83,0.7501,0.2155,0.031,0.003,0.0002,0.7474842,0.21664403,0.0,0.0,0.0
84,0.9686,0.0309,0.0005,0.0,0.0,0.9666256,0.033049546,0.0,0.0,0.0
85,0.7501,0.2155,0.031,0.003,0.0002,0.75021994,0.2152019,0.0,0.0,0.0
86,0.7501,0.2155,0.031,0.003,0.0002,0.74690545,0.21807675,0.0,0.0,0.0
87,0.7501,0.2155,0.031,0.003,0.0002,0.7494713,0.2175385,0.0,0.0,0.0
88,0.7501,0.2155,0.031,0.003,0.0002,0.7494487,0.21588981,0.0,0.0,0.0
89,0.9686,0.0309,0.0005,0.0,0.0,0.9631369,0.03371596,0.0,0.0,0.0
90,0.7501,0.2155,0.031,0.003,0.0002,0.7484393,0.2120673,0.0,0.0,0.0
91,0.7501,0.2155,0.031,0.003,0.0002,0.82879376,0.14883487,0.0,0.0,0.0
92,0.7501,0.2155,0.031,0.003,0.0002,0.76220536,0.20274073,0.0,0.0,0.0
93,0.7501,0.2155,0.031,0.003,0.0002,0.7515368,0.21312688,0.0,0.0,0.0
94,0.7501,0.2155,0.031,0.003,0.0002,0.74984634,0.21626464,0.0,0.0,0.0
95,0.7501,0.2155,0.031,0.003,0.0002,0.74573886,0.21740057,0.0,0.0,0.0
96,0.7501,0.2155,0.031,0.003,0.0002,0.7479773,0.21551096,0.0,0.0,0.0
97,0.9686,0.0309,0.0005,0.0,0.0,0.96032494,0.033347964,0.0,0.0,0.0
98,0.7501,0.2155,0.031,0.003,0.0002,0.948176,0.044044893,0.0,0.0,0.0
99,0.9686,0.0309,0.0005,0.0,0.0,0.9661359,0.030102253,0.0,0.0,0.0
100,0.9686,0.0309,0.0005,0.0,0.0,0.9681195,0.027719874,0.0,0.0,0.0
101,0.7501,0.2155,0.031,0.003,0.0002,0.74508387,0.21708784,0.0,0.0048902594,0.0
102,0.7501,0.2155,0.031,0.003,0.0002,0.74767256,0.21821249,0.0,0.0,0.0
103,0.9686,0.0309,0.0005,0.0,0.0,0.96674585,0.026818708,0.0,0.0,0.0
104,0.7501,0.2155,0.031,0.003,0.0002,0.7478316,0.21264374,0.0,0.0,0.0
105,0.7501,0.2155,0.031,0.003,0.0002,0.7501144,0.21534258,0.0,0.0,0.0
106,0.7501,0.2155,0.031,0.003,0.0002,0.74474597,0.21578476,0.0,0.0,0.0
107,0.7501,0.2155,0.031,0.003,0.0002,0.8028523,0.171713,0.0,0.0,0.0
108,0.9686,0.0309,0.0005,0.0,0.0,0.9676809,0.029967621,0.0,0.0,0.0
109,0.7501,0.2155,0.031,0.003,0.0002,0.7498404,0.21617904,0.0,0.0,0.0
110,0.9686,0.0309,0.0005,0.0,0.0,0.96964777,0.029737618,0.0,0.0,0.0
111,0.7501,0.2155,0.031,0.003,0.0002,0.7452214,0.21725948,0.0,0.005542904,0.0
112,0.7501,0.2155,0.031,0.003,0.0002,0.749843,0.21584575,0.0,0.0,0.0
113,0.7501,0.2155,0.031,0.003,0.0002,0.7496402,0.2160229,0.0,0.0,0.0
114,0.9686,0.0309,0.0005,0.0,0.0,0.9667583,0.029777292,0.0,0.0,0.0
115,0.7501,0.2155,0.031,0.003,0.0002,0.75037265,0.21505532,0.0,0.0,0.0
116,0.9686,0.0309,0.0005,0.0,0.0,0.9629662,0.03346922,0.0,0.0,0.0
117,0.9686,0.0309,0.0005,0.0,0.0,0.9649635,0.030912057,0.0,0.0,0.0
118,0.9686,0.0309,0.0005,0.0,0.0,0.96590227,0.03144022,0.0,0.0,0.0
119,0.9686,0.0309,0.0005,0.0,0.0,0.96696293,0.02620932,0.0,0.0,0.0
120,0.9686,0.0309,0.0005,0.0,0.0,0.96783805,0.02933069,0.0,0.0,0.0
121,0.7501,0.2155,0.031,0.003,0.0002,0.74969435,0.21610919,0.0,0.0,0.0
122,0.9686,0.0309,0.0005,0.0,0.0,0.96151537,0.03695274,0.0,0.0,0.0
123,0.7501,0.2155,0.031,0.003,0.0002,0.74672157,0.216129,0.0,0.0,0.0
124,0.7501,0.2155,0.031,0.003,0.0002,0.7501062,0.21605848,0.0,0.0,0.0
125,0.9686,0.0309,0.0005,0.0,0.0,0.95712006,0.03447451,0.0,0.0,0.0
126,0.7501,0.2155,0.031,0.003,0.0002,0.7500667,0.21521798,0.0,0.0,0.0
127,0.9686,0.0309,0.0005,0.0,0.0,0.963297,0.033904,0.0,0.0,0.0
128,0.7501,0.2155,0.031,0.003,0.0002,0.7500303,0.2153256,0.0,0.0,0.0
129,0.9686,0.0309,0.0005,0.0,0.0,0.95926404,0.039965253,0.0,0.0,0.0
130,0.7501,0.2155,0.031,0.003,0.0002,0.7535246,0.21269879,0.0,0.0,0.0
131,0.7501,0.2155,0.031,0.003,0.0002,0.74759454,0.21474244,0.0,0.0015708823,0.0
132,0.7501,0.2155,0.031,0.003,0.0002,0.7457251,0.21706101,0.0,0.004425466,0.0
133,0.7501,0.2155,0.031,0.003,0.0002,0.7781839,0.19067442,0.0,0.0,0.0
134,0.9686,0.0309,0.0005,0.0,0.0,0.96732163,0.031153236,0.0,0.0,0.0
135,0.9686,0.0309,0.0005,0.0,0.0,0.96797514,0.029044263,0.0,0.0,0.0
136,0.9686,0.0309,0.0005,0.0,0.0,0.96973103,0.029320307,0.0,0.0,0.0
137,0.7501,0.2155,0.031,0.003,0.0002,0.75033844,0.2150867,0.0,0.0,0.0
138,0.9686,0.0309,0.0005,0.0,0.0,0.9659089,0.032642312,0.0,0.0,0.0
139,0.7501,0.2155,0.031,0.003,0.0002,0.74669516,0.21529719,0.0,0.0019326545,0.0
140,0.7501,0.2155,0.031,0.003,0.0002,0.75003284,0.2154702,0.0,0.0,0.0
141,0.7501,0.2155,0.031,0.003,0.0002,0.84597814,0.11664067,0.0,0.0,0.0
142,0.9686,0.0309,0.0005,0.0,0.0,0.96697,0.03208745,0.0,0.0,0.0
143,0.7501,0.2155,0.031,0.003,0.0002,0.7497194,0.21659696,0.0,0.0,0.0
144,0.7501,0.2155,0.031,0.003,0.0002,0.7503757,0.21662357,0.0,0.0,0.0
145,0.7501,0.2155,0.031,0.003,0.0002,0.7502525,0.21299513,0.0,0.0,0.0
146,0.9686,0.0309,0.0005,0.0,0.0,0.9490267,0.048366148,0.0,0.0,0.0
147,0.9686,0.0309,0.0005,0.0,0.0,0.9645531,0.032668877,0.0,0.0,0.0
148,0.9686,0.0309,0.0005,0.0,0.0,0.95350564,0.048027083,0.0,0.0,0.0
149,0.7501,0.2155,0.031,0.003,0.0002,0.7464351,0.21374811,0.0,0.0021925308,0.0
150,0.7501,0.2155,0.031,0.003,0.0002,0.74536043,0.2202292,0.0,0.0,0.0
151,0.9686,0.0309,0.0005,0.0,0.0,0.9576347,0.032803986,0.0,0.0,0.0
152,0.9686,0.0309,0.0005,0.0,0.0,0.96801925,0.030265272,0.0,0.0,0.0
153,0.9686,0.0309,0.0005,0.0,0.0,0.9679271,0.029064763,0.0,0.0,0.0
154,0.7501,0.2155,0.031,0.003,0.0002,0.7424493,0.21913496,0.0,0.0,0.0
155,0.9686,0.0309,0.0005,0.0,0.0,0.9635856,0.03829169,0.0,0.0,0.0
156,0.7501,0.2155,0.031,0.003,0.0002,0.7500138,0.21544628,0.0,0.0,0.0
157,0.9686,0.0309,0.0005,0.0,0.0,0.96376127,0.03378868,0.0,0.0,0.0
158,0.9686,0.0309,0.0005,0.0,0.0,0.9674118,0.030730583,0.0,0.0,0.0
159,0.9686,0.0309,0.0005,0.0,0.0,0.9399995,0.053539053,0.0,0.0,0.0
160,0.7501,0.2155,0.031,0.003,0.0002,0.7476393,0.2143388,0.0,0.0,0.0
161,0.7501,0.2155,0.031,0.003,0.0002,0.74981904,0.21610951,0.0,0.0,0.0
162,0.7501,0.2155,0.031,0.003,0.0002,0.7488472,0.20992365,0.0,0.0,0.0
163,0.7501,0.2155,0.031,0.003,0.0002,0.7463827,0.21894497,0.0,0.0,0.0
164,0.9686,0.0309,0.0005,0.0,0.0,0.96692973,0.0311299,0.0,0.0,0.0
165,0.9686,0.0309,0.0005,0.0,0.0,0.96276295,0.03364219,0.0,0.0,0.0
166,0.9686,0.0309,0.0005,0.0,0.0,0.96227956,0.03348144,0.0,0.0,0.0
167,0.9686,0.0309,0.0005,0.0,0.0,0.96781206,0.029572777,0.0,0.0,0.0
168,0.9686,0.0309,0.0005,0.0,0.0,0.96676636,0.032613937,0.0,0.0,0.0
169,0.9686,0.0309,0.0005,0.0,0.0,0.9619941,0.03338767,0.0,0.0,0.0
170,0.7501,0.2155,0.031,0.003,0.0002,0.7503821,0.21086574,0.0,0.0,0.0
171,0.7501,0.2155,0.031,0.003,0.0002,0.78775203,0.1846269,0.0,0.0,0.0
172,0.9686,0.0309,0.0005,0.0,0.0,0.96374655,0.034449693,0.0,0.0,0.0
173,0.7501,0.2155,0.031,0.003,0.0002,0.7494361,0.21405753,0.0,0.0,0.0
174,0.9686,0.0309,0.0005,0.0,0.0,0.9672396,0.032578293,0.0,0.0,0.0
175,0.9686,0.0309,0.0005,0.0,0.0,0.9676287,0.030126046,0.0,0.0,0.0
176,0.9686,0.0309,0.0005,0.0,0.0,0.9689365,0.028788049,0.0,0.0,0.0
177,0.9686,0.0309,0.0005,0.0,0.0,0.9689026,0.0298817,0.0,0.0,0.0
178,0.7501,0.2155,0.031,0.003,0.0002,0.74998957,0.21531226,0.0,0.0,0.0
179,0.9686,0.0309,0.0005,0.0,0.0,0.9648914,0.029471159,0.0,0.0,0.0
180,0.9686,0.0309,0.0005,0.0,0.0,0.95972633,0.040058203,0.0,0.0,0.0
181,0.7501,0.2155,0.031,0.003,0.0002,0.74754906,0.21595177,0.0,0.0024598166,0.0
182,0.9686,0.0309,0.0005,0.0,0.0,0.9586415,0.040213123,0.0,0.0,0.0
183,0.9686,0.0309,0.0005,0.0,0.0,0.9602569,0.032793596,0.0,0.0,0.0
184,0.9686,0.0309,0.0005,0.0,0.0,0.9668365,0.026812606,0.0,0.0,0.0
185,0.9686,0.0309,0.0005,0.0,0.0,0.96628314,0.032543283,0.0,0.0,0.0
186,0.9686,0.0309,0.0005,0.0,0.0,0.96375936,0.033207808,0.0,0.0,0.0
187,0.7501,0.2155,0.031,0.003,0.0002,0.7451644,0.21908465,0.0,0.0,0.0
188,0.7501,0.2155,0.031,0.003,0.0002,0.7495724,0.21619451,0.0,0.0,0.0
189,0.7501,0.2155,0.031,0.003,0.0002,0.747836,0.2152755,0.0,0.0,0.0
190,0.9686,0.0309,0.0005,0.0,0.0,0.9375209,0.055066302,0.0,0.0,0.0
191,0.7501,0.2155,0.031,0.003,0.0002,0.74562764,0.21684928,0.0,0.004236946,0.0
192,0.7501,0.2155,0.031,0.003,0.0002,0.75051475,0.21510315,0.0,0.0,0.0
193,0.9686,0.0309,0.0005,0.0,0.0,0.9205962,0.06818728,0.0,0.0,0.0
194,0.9686,0.0309,0.0005,0.0,0.0,0.96685284,0.026873354,0.0,0.0,0.0
195,0.9686,0.0309,0.0005,0.0,0.0,0.96760786,0.030189458,0.0,0.0,0.0
196,0.7501,0.2155,0.031,0.003,0.0002,0.7502974,0.21509677,0.0,0.0,0.0
197,0.7501,0.2155,0.031,0.003,0.0002,0.74972236,0.21619573,0.0,0.0,0.0
198,0.9686,0.0309,0.0005,0.0,0.0,0.96775866,0.029857699,0.0,0.0,0.0
199,0.9686,0.0309,0.0005,0.0,0.0,0.96220624,0.033363763,0.0,0.0,0.0
200,0.9686,0.0309,0.0005,0.0,0.0,0.9673701,0.029776875,0.0,0.0,0.0
201,0.7501,0.2155,0.031,0.003,0.0002,0.749415,0.21219367,0.0,0.0,0.0
202,0.9686,0.0309,0.0005,0.0,0.0,0.9667486,0.031975932,0.0,0.0,0.0
203,0.9686,0.0309,0.0005,0.0,0.0,0.9680654,0.028898224,0.0,0.0,0.0
204,0.9686,0.0309,0.0005,0.0,0.0,0.9680496,0.028047774,0.0,0.0,0.0
205,0.9686,0.0309,0.0005,0.0,0.0,0.9692557,0.029089946,0.0,0.0,0.0
206,0.7501,0.2155,0.031,0.003,0.0002,0.7454938,0.21719286,0.0,0.0045345128,0.0
207,0.7501,0.2155,0.031,0.003,0.0002,0.7496799,0.21606788,0.0,0.0,0.0
208,0.9686,0.0309,0.0005,0.0,0.0,0.96944886,0.029259153,0.0,0.0,0.0
209,0.7501,0.2155,0.031,0.003,0.0002,0.74572825,0.21651036,0.0,0.0,0.0
210,0.7501,0.2155,0.031,0.003,0.0002,0.7468018,0.21484321,0.0,0.0022637565,0.0
211,0.9686,0.0309,0.0005,0.0,0.0,0.9672461,0.03150555,0.0,0.0,0.0
212,0.9686,0.0309,0.0005,0.0,0.0,0.95839024,0.035985824,0.0,0.0,0.0
213,0.7501,0.2155,0.031,0.003,0.0002,0.7476072,0.21676396,0.0,0.0,0.0
214,0.7501,0.2155,0.031,0.003,0.0002,0.74670124,0.2144663,0.0,0.002348978,0.0
215,0.7501,0.2155,0.031,0.003,0.0002,0.74781716,0.2154202,0.0,0.0,0.0
216,0.7501,0.2155,0.031,0.003,0.0002,0.74915963,0.21540502,0.0,0.0,0.0
217,0.7501,0.2155,0.031,0.003,0.0002,0.7502419,0.21515234,0.0,0.0,0.0
218,0.7501,0.2155,0.031,0.003,0.0002,0.7505131,0.21333171,0.0,0.0,0.0
219,0.7501,0.2155,0.031,0.003,0.0002,0.7452539,0.2158954,0.0,0.004118789,0.0
220,0.9686,0.0309,0.0005,0.0,0.0,0.9704698,0.027991582,0.0,0.0,0.0
221,0.7501,0.2155,0.031,0.003,0.0002,0.75001377,0.21508436,0.0,0.0,0.0
222,0.7501,0.2155,0.031,0.003,0.0002,0.74508315,0.21872862,0.0,0.0,0.0
223,0.7501,0.2155,0.031,0.003,0.0002,0.7501255,0.21607688,0.0,0.0,0.0
224,0.9686,0.0309,0.0005,0.0,0.0,0.9679234,0.029201053,0.0,0.0,0.0
225,0.9686,0.0309,0.0005,0.0,0.0,0.96663296,0.031174049,0.0,0.0,0.0
226,0.9686,0.0309,0.0005,0.0,0.0,0.9586335,0.036165506,0.0,0.0,0.0
227,0.7501,0.2155,0.031,0.003,0.0002,0.7495884,0.21625255,0.0,0.0,0.0
228,0.9686,0.0309,0.0005,0.0,0.0,0.9688332,0.02869695,0.0,0.0,0.0
229,0.7501,0.2155,0.031,0.003,0.0002,0.74990475,0.21607822,0.0,0.0,0.0
230,0.9686,0.0309,0.0005,0.0,0.0,0.96812093,0.028113551,0.0,0.0,0.0
231,0.7501,0.2155,0.031,0.003,0.0002,0.75003767,0.21536861,0.0,0.0,0.0
232,0.7501,0.2155,0.031,0.003,0.0002,0.7481062,0.215156,0.0,0.0,0.0
233,0.7501,0.2155,0.031,0.003,0.0002,0.74463683,0.21888934,0.0,0.0064800475,0.0
234,0.9686,0.0309,0.0005,0.0,0.0,0.96689206,0.032687023,0.0,0.0,0.0
235,0.9686,0.0309,0.0005,0.0,0.0,0.93267393,0.05902063,0.0,0.0,0.0
236,0.9686,0.0309,0.0005,0.0,0.0,0.85069567,0.117057905,0.0,0.0,0.0
237,0.7501,0.2155,0.031,0.003,0.0002,0.75055945,0.21650697,0.0,0.0,0.0
238,0.9686,0.0309,0.0005,0.0,0.0,0.9645461,0.03389571,0.0,0.0,0.0
239,0.9686,0.0309,0.0005,0.0,0.0,0.9666377,0.030835498,0.0,0.0,0.0
240,0.9686,0.0309,0.0005,0.0,0.0,0.9696983,0.02772189,0.0,0.0,0.0
241,0.7501,0.2155,0.031,0.003,0.0002,0.7499875,0.21553825,0.0,0.0,0.0
242,0.7501,0.2155,0.031,0.003,0.0002,0.7501932,0.21505466,0.0,0.0,0.0
243,0.7501,0.2155,0.031,0.003,0.0002,0.74825335,0.21577625,0.0,0.0024071094,0.0
244,0.7501,0.2155,0.031,0.003,0.0002,0.7452894,0.2173439,0.0,0.004863994,0.0
245,0.9686,0.0309,0.0005,0.0,0.0,0.93847096,0.053804748,0.0,0.0,0.0
246,0.9686,0.0309,0.0005,0.0,0.0,0.96816194,0.028512772,0.0,0.0,0.0
247,0.9686,0.0309,0.0005,0.0,0.0,0.9666565,0.026903417,0.0,0.0,0.0
248,0.7501,0.2155,0.031,0.003,0.0002,0.748656,0.21460474,0.0,0.0,0.0
249,0.9686,0.0309,0.0005,0.0,0.0,0.9367304,0.055797197,0.0,0.0,0.0
250,0.9686,0.0309,0.0005,0.0,0.0,0.9692539,0.029642276,0.0,0.0,0.0
251,0.9686,0.0309,0.0005,0.0,0.0,0.9676361,0.03010346,0.0,0.0,0.0
252,0.9686,0.0309,0.0005,0.0,0.0,0.96613765,0.033396754,0.0,0.0,0.0
253,0.7501,0.2155,0.031,0.003,0.0002,0.7472776,0.2136843,0.0,0.001313312,0.0
254,0.9686,0.0309,0.0005,0.0,0.0,0.9587763,0.02867312,0.0,0.0,0.0
255,0.9686,0.0309,0.0005,0.0,0.0,0.96301985,0.03345117,0.0,0.0,0.0
256,0.9686,0.0309,0.0005,0.0,0.0,0.9678905,0.02917577,0.0,0.0,0.0
257,0.7501,0.2155,0.031,0.003,0.0002,0.75128245,0.21211414,0.0,0.0,0.0
258,0.7501,0.2155,0.031,0.003,0.0002,0.75173813,0.21467358,0.0,0.0,0.0
259,0.9686,0.0309,0.0005,0.0,0.0,0.96462953,0.03358027,0.0,0.0,0.0
260,0.9686,0.0309,0.0005,0.0,0.0,0.9679206,0.029209662,0.0,0.0,0.0
261,0.7501,0.2155,0.031,0.003,0.0002,0.9544883,0.03937848,0.0,0.0,0.0
262,0.9686,0.0309,0.0005,0.0,0.0,0.9678544,0.031004079,0.0,0.0,0.0
263,0.7501,0.2155,0.031,0.003,0.0002,0.7505601,0.21483359,0.0,0.0,0.0
264,0.9686,0.0309,0.0005,0.0,0.0,0.967626,0.02770742,0.0,0.0,0.0
265,0.9686,0.0309,0.0005,0.0,0.0,0.9666883,0.032852132,0.0,0.0,0.0
266,0.7501,0.2155,0.031,0.003,0.0002,0.74975926,0.2157957,0.0,0.0,0.0
267,0.9686,0.0309,0.0005,0.0,0.0,0.9612713,0.032582413,0.0,0.0,0.0
268,0.7501,0.2155,0.031,0.003,0.0002,0.7515296,0.2227383,0.0,0.0,0.0
269,0.7501,0.2155,0.031,0.003,0.0002,0.7450993,0.21747608,0.0,0.0049909595,0.0
270,0.7501,0.2155,0.031,0.003,0.0002,0.7501306,0.2152661,0.0,0.0,0.0
271,0.7501,0.2155,0.031,0.003,0.0002,0.7454858,0.21703547,0.0,0.0051911175,0.0
272,0.7501,0.2155,0.031,0.003,0.0002,0.9462057,0.048884574,0.0,0.0,0.0
273,0.7501,0.2155,0.031,0.003,0.0002,0.74788004,0.21568786,0.0,0.0,0.0
274,0.9686,0.0309,0.0005,0.0,0.0,0.96035635,0.03689872,0.0,0.0,0.0
275,0.9686,0.0309,0.0005,0.0,0.0,0.95775646,0.042331014,0.0,0.0,0.0
276,0.7501,0.2155,0.031,0.003,0.0002,0.74827653,0.21242706,0.0,0.0,0.0
277,0.7501,0.2155,0.031,0.003,0.0002,0.74977636,0.21678236,0.0,0.0,0.0
278,0.7501,0.2155,0.031,0.003,0.0002,0.7469721,0.21802895,0.0,0.0,0.0
279,0.7501,0.2155,0.031,0.003,0.0002,0.7466614,0.21650709,0.0,0.0,0.0
280,0.7501,0.2155,0.031,0.003,0.0002,0.7475732,0.21352436,0.0,0.0,0.0
281,0.9686,0.0309,0.0005,0.0,0.0,0.9597831,0.03761105,0.0,0.0,0.0
