,"('k1 0',)","('k1 1',)","('k1 2',)","('k1 3',)","('k1 4',)",k1 0_pred,k1 1_pred,k1 2_pred,k1 3_pred,k1 4_pred
8987,0.9686,0.0309,0.0005,0.0,0.0,0.9625268,0.033621527,0.0,0.0,0.0
8988,0.7501,0.2155,0.031,0.003,0.0002,0.78072655,0.18224712,0.0,0.0,0.0
8989,0.7501,0.2155,0.031,0.003,0.0002,0.7473912,0.21446013,0.0,0.0,0.0
8990,0.7501,0.2155,0.031,0.003,0.0002,0.7498311,0.21662498,0.0,0.0,0.0
8991,0.9686,0.0309,0.0005,0.0,0.0,0.96851873,0.027176157,0.0,0.0,0.0
8992,0.7501,0.2155,0.031,0.003,0.0002,0.74674386,0.21631214,0.0,0.002498323,0.0
8993,0.7501,0.2155,0.031,0.003,0.0002,0.75010765,0.21492313,0.0,0.0,0.0
8994,0.7501,0.2155,0.031,0.003,0.0002,0.74948496,0.21580842,0.0,0.0,0.0
8995,0.9686,0.0309,0.0005,0.0,0.0,0.96693194,0.030055825,0.0,0.0,0.0
8996,0.9686,0.0309,0.0005,0.0,0.0,0.9663476,0.029082395,0.0,0.0,0.0
8997,0.7501,0.2155,0.031,0.003,0.0002,0.7502314,0.21592446,0.0,0.0,0.0
8998,0.9686,0.0309,0.0005,0.0,0.0,0.95486915,0.037662927,0.0,0.0,0.0
8999,0.7501,0.2155,0.031,0.003,0.0002,0.74848056,0.2147968,0.0,0.0,0.0
9000,0.9686,0.0309,0.0005,0.0,0.0,0.96677244,0.027017232,0.0,0.0,0.0
9001,0.9686,0.0309,0.0005,0.0,0.0,0.96543145,0.033307537,0.0,0.0,0.0
9002,0.7501,0.2155,0.031,0.003,0.0002,0.7452172,0.21745189,0.0,0.0048209205,0.0
9003,0.9686,0.0309,0.0005,0.0,0.0,0.9675957,0.030226257,0.0,0.0,0.0
9004,0.7501,0.2155,0.031,0.003,0.0002,0.7501965,0.21494175,0.0,0.0,0.0
9005,0.9686,0.0309,0.0005,0.0,0.0,0.9625697,0.03344391,0.0,0.0,0.0
9006,0.7501,0.2155,0.031,0.003,0.0002,0.750602,0.21445012,0.0,0.0,0.0
9007,0.7501,0.2155,0.031,0.003,0.0002,0.7458039,0.2196374,0.0,0.0058101993,0.0
9008,0.7501,0.2155,0.031,0.003,0.0002,0.7463933,0.2164147,0.0,0.0,0.0
9009,0.9686,0.0309,0.0005,0.0,0.0,0.9625713,0.040799122,0.0,0.0,0.0
9010,0.9686,0.0309,0.0005,0.0,0.0,0.9677925,0.028831217,0.0,0.0,0.0
9011,0.7501,0.2155,0.031,0.003,0.0002,0.7481526,0.21543288,0.0,0.0,0.0
9012,0.7501,0.2155,0.031,0.003,0.0002,0.7460505,0.21604481,0.0,0.0035520848,0.0
9013,0.9686,0.0309,0.0005,0.0,0.0,0.96213484,0.033178996,0.0,0.0,0.0
9014,0.7501,0.2155,0.031,0.003,0.0002,0.7495738,0.21389438,0.0,0.0,0.0
9015,0.9686,0.0309,0.0005,0.0,0.0,0.95686907,0.04279412,0.0,0.0,0.0
9016,0.7501,0.2155,0.031,0.003,0.0002,0.7497696,0.21589209,0.0,0.0,0.0
9017,0.7501,0.2155,0.031,0.003,0.0002,0.7498997,0.2154485,0.0,0.0,0.0
9018,0.9686,0.0309,0.0005,0.0,0.0,0.9594796,0.040261913,0.0,0.0,0.0
9019,0.7501,0.2155,0.031,0.003,0.0002,0.74744433,0.2137466,0.0,0.00015080348,0.0
9020,0.9686,0.0309,0.0005,0.0,0.0,0.9535699,0.043156043,0.0,0.0,0.0
9021,0.9686,0.0309,0.0005,0.0,0.0,0.96923995,0.029647637,0.0,0.0,0.0
9022,0.7501,0.2155,0.031,0.003,0.0002,0.74819064,0.21541348,0.0,0.0,0.0
9023,0.9686,0.0309,0.0005,0.0,0.0,0.96501017,0.029726893,0.0,0.0,0.0
9024,0.9686,0.0309,0.0005,0.0,0.0,0.9660251,0.02913512,0.0,0.0,0.0
9025,0.7501,0.2155,0.031,0.003,0.0002,0.74963886,0.21687265,0.0,0.0,0.0
9026,0.7501,0.2155,0.031,0.003,0.0002,0.74589604,0.21906175,0.0,0.0,0.0
9027,0.7501,0.2155,0.031,0.003,0.0002,0.7612895,0.19949415,0.0,0.0,0.0
9028,0.7501,0.2155,0.031,0.003,0.0002,0.7499468,0.21539661,0.0,0.0,0.0
9029,0.7501,0.2155,0.031,0.003,0.0002,0.7460962,0.21609928,0.0,0.0026246682,0.0
9030,0.9686,0.0309,0.0005,0.0,0.0,0.9588257,0.041049175,0.0,0.0,0.0
9031,0.7501,0.2155,0.031,0.003,0.0002,0.74984,0.21617883,0.0,0.0,0.0
9032,0.9686,0.0309,0.0005,0.0,0.0,0.9637643,0.032670002,0.0,0.0,0.0
9033,0.7501,0.2155,0.031,0.003,0.0002,0.7465452,0.21796414,0.0,0.0,0.0
9034,0.7501,0.2155,0.031,0.003,0.0002,0.7472048,0.21622166,0.0,0.0,0.0
9035,0.9686,0.0309,0.0005,0.0,0.0,0.9678116,0.030064117,0.0,0.0,0.0
9036,0.7501,0.2155,0.031,0.003,0.0002,0.75012517,0.21529141,0.0,0.0,0.0
9037,0.7501,0.2155,0.031,0.003,0.0002,0.7499513,0.21556255,0.0,0.0,0.0
9038,0.7501,0.2155,0.031,0.003,0.0002,0.74978197,0.2165685,0.0,0.0,0.0
9039,0.7501,0.2155,0.031,0.003,0.0002,0.7474337,0.21093312,0.0,0.0,0.0
9040,0.7501,0.2155,0.031,0.003,0.0002,0.7497221,0.2161771,0.0,0.0,0.0
9041,0.7501,0.2155,0.031,0.003,0.0002,0.7500894,0.21530877,0.0,0.0,0.0
9042,0.7501,0.2155,0.031,0.003,0.0002,0.74841654,0.2129197,0.0,0.0,0.0
9043,0.7501,0.2155,0.031,0.003,0.0002,0.7475536,0.21619526,0.0,0.0,0.0
9044,0.9686,0.0309,0.0005,0.0,0.0,0.96816903,0.029582068,0.0,0.0,0.0
9045,0.7501,0.2155,0.031,0.003,0.0002,0.75049496,0.21565202,0.0,0.0,0.0
9046,0.7501,0.2155,0.031,0.003,0.0002,0.74576646,0.2163884,0.0,0.0038894508,0.0
9047,0.9686,0.0309,0.0005,0.0,0.0,0.96183187,0.03388769,0.0,0.0,0.0
9048,0.7501,0.2155,0.031,0.003,0.0002,0.7498175,0.21619532,0.0,0.0,0.0
9049,0.9686,0.0309,0.0005,0.0,0.0,0.9670006,0.029826328,0.0,0.0,0.0
9050,0.9686,0.0309,0.0005,0.0,0.0,0.9679365,0.030261464,0.0,0.0,0.0
9051,0.7501,0.2155,0.031,0.003,0.0002,0.747188,0.21755652,0.0,0.0,0.0
9052,0.9686,0.0309,0.0005,0.0,0.0,0.95644414,0.032406647,0.0,0.0,0.0
9053,0.9686,0.0309,0.0005,0.0,0.0,0.96692693,0.032576464,0.0,0.0,0.0
9054,0.7501,0.2155,0.031,0.003,0.0002,0.94438326,0.013328023,0.0,0.0,0.0
9055,0.7501,0.2155,0.031,0.003,0.0002,0.74997574,0.21539928,0.0,0.0,0.0
9056,0.7501,0.2155,0.031,0.003,0.0002,0.7467006,0.21813317,0.0,0.0,0.0
9057,0.7501,0.2155,0.031,0.003,0.0002,0.7496493,0.21621992,0.0,0.0,0.0
9058,0.9686,0.0309,0.0005,0.0,0.0,0.96848214,0.028189454,0.0,0.0,0.0
9059,0.7501,0.2155,0.031,0.003,0.0002,0.75503373,0.20409516,0.0,0.0,0.0
9060,0.7501,0.2155,0.031,0.003,0.0002,0.7469605,0.21737505,0.0,0.0,0.0
9061,0.9686,0.0309,0.0005,0.0,0.0,0.96330154,0.035596915,0.0,0.0,0.0
9062,0.7501,0.2155,0.031,0.003,0.0002,0.7502965,0.21519065,0.0,0.0,0.0
9063,0.7501,0.2155,0.031,0.003,0.0002,0.7566601,0.21175145,0.0,0.0,0.0
9064,0.7501,0.2155,0.031,0.003,0.0002,0.7453558,0.21725924,0.0,0.0048273094,0.0
9065,0.9686,0.0309,0.0005,0.0,0.0,0.95975244,0.03028956,0.0,0.0,0.0
9066,0.7501,0.2155,0.031,0.003,0.0002,0.7411186,0.2248481,0.0,0.0,0.0
9067,0.7501,0.2155,0.031,0.003,0.0002,0.7454456,0.21907678,0.0,0.0,0.0
9068,0.7501,0.2155,0.031,0.003,0.0002,0.75009644,0.21491235,0.0,0.0,0.0
9069,0.7501,0.2155,0.031,0.003,0.0002,0.7469784,0.21734461,0.0,0.0,0.0
9070,0.7501,0.2155,0.031,0.003,0.0002,0.7499712,0.21339977,0.0,0.0,0.0
9071,0.7501,0.2155,0.031,0.003,0.0002,0.7459346,0.21902587,0.0,0.0,0.0
9072,0.7501,0.2155,0.031,0.003,0.0002,0.7495392,0.21600349,0.0,0.0,0.0
9073,0.9686,0.0309,0.0005,0.0,0.0,0.96793556,0.029164545,0.0,0.0,0.0
9074,0.9686,0.0309,0.0005,0.0,0.0,0.96966267,0.029248942,0.0,0.0,0.0
9075,0.9686,0.0309,0.0005,0.0,0.0,0.95785487,0.035072513,0.0,0.0,0.0
9076,0.9686,0.0309,0.0005,0.0,0.0,0.96423024,0.037390307,0.0,0.0,0.0
9077,0.9686,0.0309,0.0005,0.0,0.0,0.9555509,0.042367734,0.0,0.0,0.0
9078,0.9686,0.0309,0.0005,0.0,0.0,0.9695003,0.029232621,0.0,0.0,0.0
9079,0.9686,0.0309,0.0005,0.0,0.0,0.9655469,0.03144922,0.0,0.0,0.0
9080,0.9686,0.0309,0.0005,0.0,0.0,0.95071805,0.04723839,0.0,0.0,0.0
9081,0.9686,0.0309,0.0005,0.0,0.0,0.958923,0.03655734,0.0,0.0,0.0
9082,0.9686,0.0309,0.0005,0.0,0.0,0.96907336,0.03014785,0.0,0.0,0.0
9083,0.9686,0.0309,0.0005,0.0,0.0,0.9565552,0.033664398,0.0,0.0,0.0
9084,0.7501,0.2155,0.031,0.003,0.0002,0.7484548,0.21472497,0.0,0.0,0.0
9085,0.7501,0.2155,0.031,0.003,0.0002,0.7496118,0.21593255,0.0,0.0,0.0
9086,0.7501,0.2155,0.031,0.003,0.0002,0.75005,0.21493624,0.0,0.0,0.0
9087,0.7501,0.2155,0.031,0.003,0.0002,0.74808794,0.21297945,0.0,0.0,0.0
9088,0.9686,0.0309,0.0005,0.0,0.0,0.96747506,0.030469552,0.0,0.0,0.0
9089,0.9686,0.0309,0.0005,0.0,0.0,0.96271884,0.033486284,0.0,0.0,0.0
9090,0.7501,0.2155,0.031,0.003,0.0002,0.74995804,0.21583083,0.0,0.0,0.0
9091,0.7501,0.2155,0.031,0.003,0.0002,0.743647,0.21655858,0.0,0.0,0.0
9092,0.9686,0.0309,0.0005,0.0,0.0,0.9667357,0.03270245,0.0,0.0,0.0
9093,0.7501,0.2155,0.031,0.003,0.0002,0.7480869,0.2166405,0.0,0.0,0.0
9094,0.7501,0.2155,0.031,0.003,0.0002,0.7470331,0.21637353,0.0,0.0,0.0
9095,0.9686,0.0309,0.0005,0.0,0.0,0.9559275,0.04104871,0.0,0.0,0.0
9096,0.7501,0.2155,0.031,0.003,0.0002,0.75052905,0.21547087,0.0,0.0,0.0
9097,0.7501,0.2155,0.031,0.003,0.0002,0.7469775,0.21689342,0.0,0.002713833,0.0
9098,0.7501,0.2155,0.031,0.003,0.0002,0.7502335,0.21559069,0.0,0.0,0.0
9099,0.9686,0.0309,0.0005,0.0,0.0,0.9669906,0.03237866,0.0,0.0,0.0
9100,0.7501,0.2155,0.031,0.003,0.0002,0.74526125,0.21707273,0.0,0.0046278294,0.0
9101,0.9686,0.0309,0.0005,0.0,0.0,0.9662219,0.034357503,0.0,0.0,0.0
9102,0.7501,0.2155,0.031,0.003,0.0002,0.74979603,0.21508285,0.0,0.0,0.0
9103,0.7501,0.2155,0.031,0.003,0.0002,0.7500121,0.2150771,0.0,0.0,0.0
9104,0.9686,0.0309,0.0005,0.0,0.0,0.96011806,0.034836672,0.0,0.0,0.0
9105,0.9686,0.0309,0.0005,0.0,0.0,0.95633274,0.032954093,0.0,0.0,0.0
9106,0.7501,0.2155,0.031,0.003,0.0002,0.74938464,0.21487151,0.0,0.0,0.0
9107,0.7501,0.2155,0.031,0.003,0.0002,0.7497465,0.2157643,0.0,0.0,0.0
9108,0.7501,0.2155,0.031,0.003,0.0002,0.75019646,0.21494181,0.0,0.0,0.0
9109,0.9686,0.0309,0.0005,0.0,0.0,0.9676051,0.030079342,0.0,0.0,0.0
9110,0.9686,0.0309,0.0005,0.0,0.0,0.9551193,0.04597887,0.0,0.0,0.0
9111,0.9686,0.0309,0.0005,0.0,0.0,0.9633898,0.03388782,0.0,0.0,0.0
9112,0.7501,0.2155,0.031,0.003,0.0002,0.74714047,0.2178403,0.0,0.0,0.0
9113,0.9686,0.0309,0.0005,0.0,0.0,0.9670622,0.032139797,0.0,0.0,0.0
9114,0.7501,0.2155,0.031,0.003,0.0002,0.74736047,0.21611504,0.0,0.0016244184,0.0
9115,0.9686,0.0309,0.0005,0.0,0.0,0.9694667,0.029253896,0.0,0.0,0.0
9116,0.7501,0.2155,0.031,0.003,0.0002,0.74648035,0.21635042,0.0,0.0,0.0
9117,0.7501,0.2155,0.031,0.003,0.0002,0.7476684,0.21593802,0.0,0.0023799986,0.0
9118,0.9686,0.0309,0.0005,0.0,0.0,0.96643835,0.03385415,0.0,0.0,0.0
9119,0.7501,0.2155,0.031,0.003,0.0002,0.7460127,0.21915023,0.0,0.0,0.0
9120,0.9686,0.0309,0.0005,0.0,0.0,0.95265406,0.030830856,0.0,0.0,0.0
9121,0.9686,0.0309,0.0005,0.0,0.0,0.95753497,0.029656768,0.0,0.0,0.0
9122,0.7501,0.2155,0.031,0.003,0.0002,0.74996054,0.21573886,0.0,0.0,0.0
9123,0.9686,0.0309,0.0005,0.0,0.0,0.95996064,0.03306172,0.0,0.0,0.0
9124,0.7501,0.2155,0.031,0.003,0.0002,0.7489844,0.21272214,0.0,0.0,0.0
9125,0.7501,0.2155,0.031,0.003,0.0002,0.74634326,0.21627244,0.0,0.0035089198,0.0
9126,0.7501,0.2155,0.031,0.003,0.0002,0.75031906,0.2179167,0.0,0.0,0.0
9127,0.9686,0.0309,0.0005,0.0,0.0,0.95890266,0.03613777,0.0,0.0,0.0
9128,0.9686,0.0309,0.0005,0.0,0.0,0.9569286,0.042859703,0.0,0.0,0.0
9129,0.9686,0.0309,0.0005,0.0,0.0,0.96208024,0.032166712,0.0,0.0,0.0
9130,0.7501,0.2155,0.031,0.003,0.0002,0.750931,0.21448088,0.0,0.0,0.0
9131,0.9686,0.0309,0.0005,0.0,0.0,0.9627005,0.03316558,0.0,0.0,0.0
9132,0.7501,0.2155,0.031,0.003,0.0002,0.7496482,0.21576872,0.0,0.0,0.0
9133,0.7501,0.2155,0.031,0.003,0.0002,0.7498098,0.21586509,0.0,0.0,0.0
9134,0.7501,0.2155,0.031,0.003,0.0002,0.7493918,0.21551627,0.0,0.0,0.0
9135,0.7501,0.2155,0.031,0.003,0.0002,0.74036646,0.22294952,0.0,0.0129343625,0.0
9136,0.7501,0.2155,0.031,0.003,0.0002,0.74979985,0.21628097,0.0,0.0,0.0
9137,0.9686,0.0309,0.0005,0.0,0.0,0.96767026,0.030142996,0.0,0.0,0.0
9138,0.9686,0.0309,0.0005,0.0,0.0,0.9585466,0.03610968,0.0,0.0,0.0
9139,0.7501,0.2155,0.031,0.003,0.0002,0.75064754,0.21334769,0.0,0.0,0.0
9140,0.9686,0.0309,0.0005,0.0,0.0,0.96217084,0.033227205,0.0,0.0,0.0
9141,0.9686,0.0309,0.0005,0.0,0.0,0.9675345,0.031379066,0.0,0.0,0.0
9142,0.7501,0.2155,0.031,0.003,0.0002,0.7480105,0.21529165,0.0,0.0009105336,0.0
9143,0.7501,0.2155,0.031,0.003,0.0002,0.7463753,0.21642819,0.0,0.0,0.0
9144,0.9686,0.0309,0.0005,0.0,0.0,0.9680541,0.028932665,0.0,0.0,0.0
9145,0.7501,0.2155,0.031,0.003,0.0002,0.7495761,0.21615624,0.0,0.0,0.0
9146,0.9686,0.0309,0.0005,0.0,0.0,0.96456194,0.03375876,0.0,0.0,0.0
9147,0.9686,0.0309,0.0005,0.0,0.0,0.9665528,0.029721137,0.0,0.0,0.0
9148,0.9686,0.0309,0.0005,0.0,0.0,0.9663745,0.034066603,0.0,0.0,0.0
9149,0.9686,0.0309,0.0005,0.0,0.0,0.92061913,0.04136656,0.0,0.0,0.0
9150,0.7501,0.2155,0.031,0.003,0.0002,0.7509615,0.21455306,0.0,0.0,0.0
9151,0.9686,0.0309,0.0005,0.0,0.0,0.9646597,0.03307394,0.0,0.0,0.0
9152,0.7501,0.2155,0.031,0.003,0.0002,0.7487494,0.21066405,0.0,0.0,0.0
9153,0.7501,0.2155,0.031,0.003,0.0002,0.7446208,0.21993428,0.0,0.0,0.0
9154,0.9686,0.0309,0.0005,0.0,0.0,0.95934105,0.04008241,0.0,0.0,0.0
9155,0.9686,0.0309,0.0005,0.0,0.0,0.96105087,0.032985855,0.0,0.0,0.0
9156,0.9686,0.0309,0.0005,0.0,0.0,0.96319264,0.038847074,0.0,0.0,0.0
9157,0.7501,0.2155,0.031,0.003,0.0002,0.7494434,0.21341152,0.0,0.0,0.0
9158,0.7501,0.2155,0.031,0.003,0.0002,0.74701273,0.21643075,0.0,0.0,0.0
9159,0.9686,0.0309,0.0005,0.0,0.0,0.9691418,0.027531728,0.0,0.0,0.0
9160,0.9686,0.0309,0.0005,0.0,0.0,0.96646017,0.027131792,0.0,0.0,0.0
9161,0.9686,0.0309,0.0005,0.0,0.0,0.9594661,0.033371225,0.0,0.0,0.0
9162,0.7501,0.2155,0.031,0.003,0.0002,0.7498377,0.21563894,0.0,0.0,0.0
9163,0.7501,0.2155,0.031,0.003,0.0002,0.7454749,0.2164285,0.0,0.00513863,0.0
9164,0.9686,0.0309,0.0005,0.0,0.0,0.9630561,0.03736401,0.0,0.0,0.0
9165,0.9686,0.0309,0.0005,0.0,0.0,0.9673222,0.030803822,0.0,0.0,0.0
9166,0.9686,0.0309,0.0005,0.0,0.0,0.9603007,0.025400277,0.0,0.0,0.0
9167,0.7501,0.2155,0.031,0.003,0.0002,0.7473841,0.21539602,0.0,0.0027907249,0.0
9168,0.9686,0.0309,0.0005,0.0,0.0,0.95927715,0.036368802,0.0,0.0,0.0
9169,0.7501,0.2155,0.031,0.003,0.0002,0.7435982,0.22037819,0.0,0.0,0.0
9170,0.9686,0.0309,0.0005,0.0,0.0,0.9677925,0.029758468,0.0,0.0,0.0
9171,0.7501,0.2155,0.031,0.003,0.0002,0.74981475,0.21607167,0.0,0.0,0.0
9172,0.7501,0.2155,0.031,0.003,0.0002,0.7463393,0.21906447,0.0,0.0,0.0
9173,0.9686,0.0309,0.0005,0.0,0.0,0.96748674,0.029412583,0.0,0.0,0.0
9174,0.7501,0.2155,0.031,0.003,0.0002,0.7464042,0.21616018,0.0,0.0035597887,0.0
9175,0.9686,0.0309,0.0005,0.0,0.0,0.96646523,0.029805094,0.0,0.0,0.0
9176,0.7501,0.2155,0.031,0.003,0.0002,0.7470684,0.21627618,0.0,0.0,0.0
9177,0.9686,0.0309,0.0005,0.0,0.0,0.9668851,0.030199058,0.0,0.0,0.0
9178,0.9686,0.0309,0.0005,0.0,0.0,0.9679182,0.02921332,0.0,0.0,0.0
9179,0.7501,0.2155,0.031,0.003,0.0002,0.74974763,0.21622178,0.0,0.0,0.0
9180,0.7501,0.2155,0.031,0.003,0.0002,0.74742436,0.21425706,0.0,0.001150636,0.0
9181,0.7501,0.2155,0.031,0.003,0.0002,0.7554698,0.21209778,0.0,0.0,0.0
9182,0.9686,0.0309,0.0005,0.0,0.0,0.95796984,0.0357123,0.0,0.0,0.0
9183,0.7501,0.2155,0.031,0.003,0.0002,0.7457993,0.21628873,0.0,0.0039060358,0.0
9184,0.9686,0.0309,0.0005,0.0,0.0,0.9687767,0.028582547,0.0,0.0,0.0
9185,0.7501,0.2155,0.031,0.003,0.0002,0.746593,0.21813062,0.0,0.0,0.0
9186,0.9686,0.0309,0.0005,0.0,0.0,0.9672333,0.030634228,0.0,0.0,0.0
9187,0.9686,0.0309,0.0005,0.0,0.0,0.9649962,0.03382563,0.0,0.0,0.0
9188,0.9686,0.0309,0.0005,0.0,0.0,0.9671495,0.03082487,0.0,0.0,0.0
9189,0.9686,0.0309,0.0005,0.0,0.0,0.9582833,0.036013722,0.0,0.0,0.0
9190,0.7501,0.2155,0.031,0.003,0.0002,0.7669951,0.20649074,0.0,0.0,0.0
9191,0.9686,0.0309,0.0005,0.0,0.0,0.96745276,0.030714676,0.0,0.0,0.0
9192,0.9686,0.0309,0.0005,0.0,0.0,0.96695685,0.032486003,0.0,0.0,0.0
9193,0.9686,0.0309,0.0005,0.0,0.0,0.95918643,0.03668411,0.0,0.0,0.0
9194,0.9686,0.0309,0.0005,0.0,0.0,0.96748984,0.030424822,0.0,0.0,0.0
9195,0.9686,0.0309,0.0005,0.0,0.0,0.8365111,0.1326542,0.0,0.0,0.0
9196,0.9686,0.0309,0.0005,0.0,0.0,0.970653,0.028134417,0.0,0.0,0.0
9197,0.9686,0.0309,0.0005,0.0,0.0,0.9676636,0.029540788,0.0,0.0,0.0
9198,0.9686,0.0309,0.0005,0.0,0.0,0.9661448,0.03448433,0.0,0.0,0.0
9199,0.7501,0.2155,0.031,0.003,0.0002,0.7466184,0.21831855,0.0,0.0,0.0
9200,0.7501,0.2155,0.031,0.003,0.0002,0.74674296,0.21852534,0.0,0.0,0.0
9201,0.9686,0.0309,0.0005,0.0,0.0,0.96726394,0.031293944,0.0,0.0,0.0
9202,0.7501,0.2155,0.031,0.003,0.0002,0.7443807,0.21621543,0.0,0.0028256737,0.0
9203,0.7501,0.2155,0.031,0.003,0.0002,0.7469064,0.21623948,0.0,0.0026852079,0.0
9204,0.7501,0.2155,0.031,0.003,0.0002,0.7486804,0.21458286,0.0,0.0,0.0
9205,0.9686,0.0309,0.0005,0.0,0.0,0.966714,0.033105202,0.0,0.0,0.0
9206,0.9686,0.0309,0.0005,0.0,0.0,0.9295796,0.063417725,0.0,0.0,0.0
9207,0.7501,0.2155,0.031,0.003,0.0002,0.9461922,0.048923794,0.0,0.0,0.0
9208,0.9686,0.0309,0.0005,0.0,0.0,0.9678557,0.029281672,0.0,0.0,0.0
9209,0.7501,0.2155,0.031,0.003,0.0002,0.74885166,0.21381703,0.0,0.0,0.0
9210,0.7501,0.2155,0.031,0.003,0.0002,0.8880018,0.09202817,0.0,0.0,0.0
9211,0.9686,0.0309,0.0005,0.0,0.0,0.9663737,0.034069344,0.0,0.0,0.0
9212,0.9686,0.0309,0.0005,0.0,0.0,0.9652908,0.03582244,0.0,0.0,0.0
9213,0.7501,0.2155,0.031,0.003,0.0002,0.74818844,0.21528284,0.0,0.0,0.0
9214,0.9686,0.0309,0.0005,0.0,0.0,0.955287,0.034693062,0.0,0.0,0.0
9215,0.7501,0.2155,0.031,0.003,0.0002,0.7498545,0.21611121,0.0,0.0,0.0
9216,0.9686,0.0309,0.0005,0.0,0.0,0.9588099,0.032315593,0.0,0.0,0.0
9217,0.9686,0.0309,0.0005,0.0,0.0,0.9677755,0.02940128,0.0,0.0,0.0
9218,0.7501,0.2155,0.031,0.003,0.0002,0.75018364,0.21518166,0.0,0.0,0.0
9219,0.7501,0.2155,0.031,0.003,0.0002,0.74513626,0.2153684,0.0,0.0040447544,0.0
9220,0.9686,0.0309,0.0005,0.0,0.0,0.96448237,0.037026588,0.0,0.0,0.0
9221,0.9686,0.0309,0.0005,0.0,0.0,0.96873266,0.028837044,0.0,0.0,0.0
9222,0.7501,0.2155,0.031,0.003,0.0002,0.74956024,0.21600686,0.0,0.0,0.0
9223,0.9686,0.0309,0.0005,0.0,0.0,0.96801007,0.029066749,0.0,0.0,0.0
9224,0.9686,0.0309,0.0005,0.0,0.0,0.96714574,0.03131838,0.0,0.0,0.0
9225,0.7501,0.2155,0.031,0.003,0.0002,0.7509037,0.20491242,0.0,0.0,0.0
9226,0.9686,0.0309,0.0005,0.0,0.0,0.9676769,0.029983822,0.0,0.0,0.0
9227,0.9686,0.0309,0.0005,0.0,0.0,0.9647943,0.032164607,0.0,0.0,0.0
9228,0.9686,0.0309,0.0005,0.0,0.0,0.96925575,0.029089902,0.0,0.0,0.0
9229,0.9686,0.0309,0.0005,0.0,0.0,0.970148,0.028882127,0.0,0.0,0.0
9230,0.7501,0.2155,0.031,0.003,0.0002,0.7478037,0.2175266,0.0,0.0,0.0
9231,0.9686,0.0309,0.0005,0.0,0.0,0.9669188,0.032464154,0.0,0.0,0.0
9232,0.9686,0.0309,0.0005,0.0,0.0,0.967158,0.031851586,0.0,0.0,0.0
9233,0.9686,0.0309,0.0005,0.0,0.0,0.96281683,0.035424806,0.0,0.0,0.0
9234,0.7501,0.2155,0.031,0.003,0.0002,0.7492252,0.2135128,0.0,0.0,0.0
9235,0.7501,0.2155,0.031,0.003,0.0002,0.7469916,0.2178395,0.0,0.0,0.0
9236,0.9686,0.0309,0.0005,0.0,0.0,0.96801734,0.027627785,0.0,0.0,0.0
9237,0.7501,0.2155,0.031,0.003,0.0002,0.7495688,0.21544112,0.0,0.0,0.0
9238,0.7501,0.2155,0.031,0.003,0.0002,0.74581516,0.21872874,0.0,0.0,0.0
9239,0.9686,0.0309,0.0005,0.0,0.0,0.95894194,0.03312499,0.0,0.0,0.0
9240,0.9686,0.0309,0.0005,0.0,0.0,0.9671564,0.031856336,0.0,0.0,0.0
9241,0.9686,0.0309,0.0005,0.0,0.0,0.95941067,0.033049252,0.0,0.0,0.0
9242,0.9686,0.0309,0.0005,0.0,0.0,0.96614206,0.034486882,0.0,0.0,0.0
9243,0.9686,0.0309,0.0005,0.0,0.0,0.9634708,0.032569773,0.0,0.0,0.0
9244,0.7501,0.2155,0.031,0.003,0.0002,0.8101775,0.16313344,0.0,0.0,0.0
9245,0.9686,0.0309,0.0005,0.0,0.0,0.9668416,0.032704826,0.0,0.0,0.0
9246,0.9686,0.0309,0.0005,0.0,0.0,0.967706,0.029396892,0.0,0.0,0.0
9247,0.9686,0.0309,0.0005,0.0,0.0,0.96606743,0.026848987,0.0,0.0,0.0
9248,0.9686,0.0309,0.0005,0.0,0.0,0.95234853,0.043251257,0.0,0.0,0.0
9249,0.9686,0.0309,0.0005,0.0,0.0,0.9673966,0.030588835,0.0,0.0,0.0
9250,0.7501,0.2155,0.031,0.003,0.0002,0.7477095,0.21662033,0.0,0.0,0.0
9251,0.7501,0.2155,0.031,0.003,0.0002,0.7449653,0.21943893,0.0,0.006461028,0.0
9252,0.7501,0.2155,0.031,0.003,0.0002,0.7502294,0.21523555,0.0,0.0,0.0
9253,0.9686,0.0309,0.0005,0.0,0.0,0.9646398,0.03501325,0.0,0.0,0.0
9254,0.7501,0.2155,0.031,0.003,0.0002,0.7502844,0.21511921,0.0,0.0,0.0
9255,0.9686,0.0309,0.0005,0.0,0.0,0.96748245,0.029451951,0.0,0.0,0.0
9256,0.9686,0.0309,0.0005,0.0,0.0,0.9645344,0.036953777,0.0,0.0,0.0
9257,0.9686,0.0309,0.0005,0.0,0.0,0.9607441,0.0356593,0.0,0.0,0.0
9258,0.7501,0.2155,0.031,0.003,0.0002,0.7942604,0.17241219,0.0,0.0,0.0
9259,0.9686,0.0309,0.0005,0.0,0.0,0.95917493,0.036984835,0.0,0.0,0.0
9260,0.9686,0.0309,0.0005,0.0,0.0,0.9675677,0.030505564,0.0,0.0,0.0
9261,0.7501,0.2155,0.031,0.003,0.0002,0.74924135,0.21652775,0.0,0.0,0.0
9262,0.7501,0.2155,0.031,0.003,0.0002,0.7424355,0.21849628,0.0,0.0,0.0
9263,0.7501,0.2155,0.031,0.003,0.0002,0.7497952,0.2163022,0.0,0.0,0.0
