,main_maximum,all_maxima,no_of_max,k6a1,k6a2,k11,k12,k9a1,k9a2,Energy_highest_max_normalized,Energy_all_max_normalized
596,-0.63,[-0.938 -0.63  -0.346  0.044  0.804],5,0.75,0.5,0.5,0.25,0.25,0.75,0.185,[0.031 0.185 0.327 0.522 0.902]
597,-0.63,[-0.938 -0.63  -0.348  0.042  0.804],5,0.75,0.5,0.5,0.25,0.5,0.25,0.185,[0.031 0.185 0.326 0.521 0.902]
598,-0.428,[-0.428],1,0.75,0.5,0.5,0.25,0.5,0.5,0.28600000000000003,[0.286]
599,-0.63,[-0.938 -0.63  -0.348  0.042  0.804],5,0.75,0.5,0.5,0.25,0.5,0.75,0.185,[0.031 0.185 0.326 0.521 0.902]
600,-0.63,[-0.938 -0.63  -0.346  0.044  0.804],5,0.75,0.5,0.5,0.25,0.75,0.25,0.185,[0.031 0.185 0.327 0.522 0.902]
601,-0.432,[-0.432],1,0.75,0.5,0.5,0.25,0.75,0.5,0.28400000000000003,[0.284]
602,-0.628,[-0.936 -0.628 -0.346  0.046  0.802],5,0.75,0.5,0.5,0.25,0.75,0.75,0.186,[0.032 0.186 0.327 0.523 0.901]
603,-0.762,[-0.762],1,0.75,0.5,0.5,0.5,0.25,0.25,0.119,[0.119]
604,0.46,[0.46],1,0.75,0.5,0.5,0.5,0.25,0.5,0.73,[0.73]
605,-0.756,[-0.756],1,0.75,0.5,0.5,0.5,0.25,0.75,0.122,[0.122]
606,-0.756,[-0.756],1,0.75,0.5,0.5,0.5,0.5,0.25,0.122,[0.122]
607,0.462,[0.462],1,0.75,0.5,0.5,0.5,0.5,0.5,0.731,[0.731]
608,-0.756,[-0.756],1,0.75,0.5,0.5,0.5,0.5,0.75,0.122,[0.122]
609,-0.756,[-0.756],1,0.75,0.5,0.5,0.5,0.75,0.25,0.122,[0.122]
610,0.46,[0.46],1,0.75,0.5,0.5,0.5,0.75,0.5,0.73,[0.73]
611,-0.76,[-0.76],1,0.75,0.5,0.5,0.5,0.75,0.75,0.12,[0.12]
612,-0.628,[-0.936 -0.628 -0.346  0.046  0.802],5,0.75,0.5,0.5,0.75,0.25,0.25,0.186,[0.032 0.186 0.327 0.523 0.901]
613,-0.432,[-0.432],1,0.75,0.5,0.5,0.75,0.25,0.5,0.28400000000000003,[0.284]
614,-0.63,[-0.938 -0.63  -0.346  0.044  0.804],5,0.75,0.5,0.5,0.75,0.25,0.75,0.185,[0.031 0.185 0.327 0.522 0.902]
615,-0.63,[-0.938 -0.63  -0.348  0.042  0.804],5,0.75,0.5,0.5,0.75,0.5,0.25,0.185,[0.031 0.185 0.326 0.521 0.902]
616,-0.428,[-0.428],1,0.75,0.5,0.5,0.75,0.5,0.5,0.28600000000000003,[0.286]
617,-0.63,[-0.938 -0.63  -0.348  0.042  0.804],5,0.75,0.5,0.5,0.75,0.5,0.75,0.185,[0.031 0.185 0.326 0.521 0.902]
618,-0.63,[-0.938 -0.63  -0.346  0.044  0.804],5,0.75,0.5,0.5,0.75,0.75,0.25,0.185,[0.031 0.185 0.327 0.522 0.902]
619,-0.432,[-0.432],1,0.75,0.5,0.5,0.75,0.75,0.5,0.28400000000000003,[0.284]
620,-0.628,[-0.936 -0.628 -0.346  0.046  0.802],5,0.75,0.5,0.5,0.75,0.75,0.75,0.186,[0.032 0.186 0.327 0.523 0.901]
621,-0.628,[-0.934 -0.628 -0.346  0.05   0.802],5,0.75,0.5,0.75,0.25,0.25,0.25,0.186,[0.033 0.186 0.327 0.525 0.901]
622,-0.424,[-0.424],1,0.75,0.5,0.75,0.25,0.25,0.5,0.28800000000000003,[0.288]
623,-0.63,[-0.938 -0.63  -0.35   0.042  0.804],5,0.75,0.5,0.75,0.25,0.25,0.75,0.185,[0.031 0.185 0.325 0.521 0.902]
624,-0.63,[-0.938 -0.63  -0.358  0.044  0.804],5,0.75,0.5,0.75,0.25,0.5,0.25,0.185,[0.031 0.185 0.321 0.522 0.902]
625,-0.44,[-0.44],1,0.75,0.5,0.75,0.25,0.5,0.5,0.28,[0.28]
626,-0.63,[-0.938 -0.63  -0.358  0.044  0.804],5,0.75,0.5,0.75,0.25,0.5,0.75,0.185,[0.031 0.185 0.321 0.522 0.902]
627,-0.63,[-0.938 -0.63  -0.35   0.042  0.804],5,0.75,0.5,0.75,0.25,0.75,0.25,0.185,[0.031 0.185 0.325 0.521 0.902]
628,-0.424,[-0.424],1,0.75,0.5,0.75,0.25,0.75,0.5,0.28800000000000003,[0.288]
629,-0.628,[-0.934 -0.628 -0.346  0.05   0.802],5,0.75,0.5,0.75,0.25,0.75,0.75,0.186,[0.033 0.186 0.327 0.525 0.901]
630,-0.754,[-0.754 -0.69 ],2,0.75,0.5,0.75,0.5,0.25,0.25,0.123,[0.123 0.155]
631,0.462,[0.462],1,0.75,0.5,0.75,0.5,0.25,0.5,0.731,[0.731]
632,-0.756,[-0.756],1,0.75,0.5,0.75,0.5,0.25,0.75,0.122,[0.122]
633,-0.756,[-0.756],1,0.75,0.5,0.75,0.5,0.5,0.25,0.122,[0.122]
634,0.462,[0.462],1,0.75,0.5,0.75,0.5,0.5,0.5,0.731,[0.731]
635,-0.756,[-0.756],1,0.75,0.5,0.75,0.5,0.5,0.75,0.122,[0.122]
636,-0.756,[-0.756],1,0.75,0.5,0.75,0.5,0.75,0.25,0.122,[0.122]
637,0.462,[0.462],1,0.75,0.5,0.75,0.5,0.75,0.5,0.731,[0.731]
638,-0.754,[-0.754 -0.69 ],2,0.75,0.5,0.75,0.5,0.75,0.75,0.123,[0.123 0.155]
639,-0.63,[-0.94  -0.63  -0.348  0.044  0.8  ],5,0.75,0.5,0.75,0.75,0.25,0.25,0.185,[0.03  0.185 0.326 0.522 0.9  ]
640,-0.428,[-0.428],1,0.75,0.5,0.75,0.75,0.25,0.5,0.28600000000000003,[0.286]
641,-0.638,[-0.94  -0.638 -0.344  0.044  0.802],5,0.75,0.5,0.75,0.75,0.25,0.75,0.181,[0.03  0.181 0.328 0.522 0.901]
642,-0.632,[-0.938 -0.632 -0.346  0.046  0.804],5,0.75,0.5,0.75,0.75,0.5,0.25,0.184,[0.031 0.184 0.327 0.523 0.902]
643,-0.426,[-0.426],1,0.75,0.5,0.75,0.75,0.5,0.5,0.28700000000000003,[0.287]
644,-0.632,[-0.938 -0.632 -0.346  0.046  0.804],5,0.75,0.5,0.75,0.75,0.5,0.75,0.184,[0.031 0.184 0.327 0.523 0.902]
645,-0.638,[-0.94  -0.638 -0.344  0.044  0.802],5,0.75,0.5,0.75,0.75,0.75,0.25,0.181,[0.03  0.181 0.328 0.522 0.901]
646,-0.428,[-0.428],1,0.75,0.5,0.75,0.75,0.75,0.5,0.28600000000000003,[0.286]
647,-0.63,[-0.94  -0.63  -0.348  0.044  0.8  ],5,0.75,0.5,0.75,0.75,0.75,0.75,0.185,[0.03  0.185 0.326 0.522 0.9  ]
648,0.748,"[-0.914 -0.758 -0.69  -0.612 -0.472 -0.406 -0.328 -0.154 -0.068 -0.014
  0.132  0.222  0.292  0.472  0.524  0.602  0.748  0.826  0.882]",19,0.75,0.75,0.25,0.25,0.25,0.25,0.874,"[0.043 0.121 0.155 0.194 0.264 0.297 0.336 0.423 0.466 0.493 0.566 0.611
 0.646 0.736 0.762 0.801 0.874 0.913 0.941]"
649,-0.574,[-0.574 -0.048  0.032  0.596  0.658],5,0.75,0.75,0.25,0.25,0.25,0.5,0.21300000000000002,[0.213 0.476 0.516 0.798 0.829]
650,0.732,"[-0.928 -0.776 -0.708 -0.628 -0.486 -0.422 -0.34  -0.17  -0.086 -0.032
  0.118  0.206  0.274  0.454  0.508  0.582  0.732  0.812  0.864]",19,0.75,0.75,0.25,0.25,0.25,0.75,0.866,"[0.036 0.112 0.146 0.186 0.257 0.289 0.33  0.415 0.457 0.484 0.559 0.603
 0.637 0.727 0.754 0.791 0.866 0.906 0.932]"
651,0.734,"[-0.928 -0.778 -0.712 -0.628 -0.484 -0.422 -0.34  -0.174 -0.09  -0.03
  0.118  0.206  0.274  0.45   0.51   0.578  0.734  0.814  0.866]",19,0.75,0.75,0.25,0.25,0.5,0.25,0.867,"[0.036 0.111 0.144 0.186 0.258 0.289 0.33  0.413 0.455 0.485 0.559 0.603
 0.637 0.725 0.755 0.789 0.867 0.907 0.933]"
652,-0.56,[-0.56  -0.028  0.046  0.612  0.674],5,0.75,0.75,0.25,0.25,0.5,0.5,0.21999999999999997,[0.22  0.486 0.523 0.806 0.837]
653,0.734,"[-0.928 -0.778 -0.712 -0.628 -0.484 -0.422 -0.34  -0.172 -0.09  -0.03
  0.12   0.206  0.274  0.45   0.51   0.58   0.734  0.814  0.866]",19,0.75,0.75,0.25,0.25,0.5,0.75,0.867,"[0.036 0.111 0.144 0.186 0.258 0.289 0.33  0.414 0.455 0.485 0.56  0.603
 0.637 0.725 0.755 0.79  0.867 0.907 0.933]"
654,0.732,"[-0.928 -0.776 -0.708 -0.628 -0.486 -0.422 -0.34  -0.17  -0.086 -0.032
  0.118  0.206  0.274  0.454  0.508  0.582  0.732  0.812  0.864]",19,0.75,0.75,0.25,0.25,0.75,0.25,0.866,"[0.036 0.112 0.146 0.186 0.257 0.289 0.33  0.415 0.457 0.484 0.559 0.603
 0.637 0.727 0.754 0.791 0.866 0.906 0.932]"
655,-0.574,[-0.574 -0.048  0.034  0.596  0.658],5,0.75,0.75,0.25,0.25,0.75,0.5,0.21300000000000002,[0.213 0.476 0.517 0.798 0.829]
656,0.746,"[-0.912 -0.758 -0.69  -0.614 -0.472 -0.406 -0.152 -0.068 -0.014  0.134
  0.22   0.292  0.47   0.524  0.602  0.746  0.824  0.88 ]",18,0.75,0.75,0.25,0.25,0.75,0.75,0.873,"[0.044 0.121 0.155 0.193 0.264 0.297 0.424 0.466 0.493 0.567 0.61  0.646
 0.735 0.762 0.801 0.873 0.912 0.94 ]"
657,0.51,"[-0.266 -0.242 -0.142 -0.074  0.006  0.068  0.168  0.23   0.348  0.448
  0.51   0.696  0.742  0.798  0.85   0.898  0.974]",17,0.75,0.75,0.25,0.5,0.25,0.25,0.755,"[0.367 0.379 0.429 0.463 0.503 0.534 0.584 0.615 0.674 0.724 0.755 0.848
 0.871 0.899 0.925 0.949 0.987]"
658,0.924,[-0.832  0.924],2,0.75,0.75,0.25,0.5,0.25,0.5,0.962,[0.084 0.962]
659,0.466,[-0.126  0.18   0.466  0.806  0.854],5,0.75,0.75,0.25,0.5,0.25,0.75,0.733,[0.437 0.59  0.733 0.903 0.927]
660,0.182,[-0.126  0.182  0.464  0.812  0.856],5,0.75,0.75,0.25,0.5,0.5,0.25,0.591,[0.437 0.591 0.732 0.906 0.928]
661,0.972,[-0.848 -0.786  0.81   0.91   0.972],5,0.75,0.75,0.25,0.5,0.5,0.5,0.986,[0.076 0.107 0.905 0.955 0.986]
662,0.182,[-0.126  0.182  0.464  0.812  0.856],5,0.75,0.75,0.25,0.5,0.5,0.75,0.591,[0.437 0.591 0.732 0.906 0.928]
663,0.466,[-0.126  0.18   0.466  0.806  0.854],5,0.75,0.75,0.25,0.5,0.75,0.25,0.733,[0.437 0.59  0.733 0.903 0.927]
664,0.922,[-0.832  0.922],2,0.75,0.75,0.25,0.5,0.75,0.5,0.9610000000000001,[0.084 0.961]
665,0.51,"[-0.268 -0.242 -0.142 -0.074  0.006  0.068  0.166  0.23   0.348  0.448
  0.51   0.696  0.742  0.796  0.852  0.896  0.974]",17,0.75,0.75,0.25,0.5,0.75,0.75,0.755,"[0.366 0.379 0.429 0.463 0.503 0.534 0.583 0.615 0.674 0.724 0.755 0.848
 0.871 0.898 0.926 0.948 0.987]"
666,0.736,"[-0.772 -0.706 -0.612 -0.486 -0.424 -0.34  -0.17  -0.084 -0.032  0.114
  0.202  0.272  0.454  0.5    0.586  0.736  0.864]",17,0.75,0.75,0.25,0.75,0.25,0.25,0.868,"[0.114 0.147 0.194 0.257 0.288 0.33  0.415 0.458 0.484 0.557 0.601 0.636
 0.727 0.75  0.793 0.868 0.932]"
667,-0.576,[-0.576 -0.044  0.04   0.614  0.662],5,0.75,0.75,0.25,0.75,0.25,0.5,0.21200000000000002,[0.212 0.478 0.52  0.807 0.831]
668,0.728,"[-0.928 -0.774 -0.704 -0.63  -0.488 -0.424 -0.342 -0.168 -0.076 -0.034
  0.112  0.204  0.282  0.454  0.51   0.586  0.728  0.818  0.864]",19,0.75,0.75,0.25,0.75,0.25,0.75,0.864,"[0.036 0.113 0.148 0.185 0.256 0.288 0.329 0.416 0.462 0.483 0.556 0.602
 0.641 0.727 0.755 0.793 0.864 0.909 0.932]"
669,0.728,"[-0.926 -0.774 -0.704 -0.628 -0.488 -0.424 -0.342 -0.17  -0.082 -0.032
  0.112  0.204  0.274  0.454  0.522  0.586  0.728  0.816  0.862  0.908]",20,0.75,0.75,0.25,0.75,0.5,0.25,0.864,"[0.037 0.113 0.148 0.186 0.256 0.288 0.329 0.415 0.459 0.484 0.556 0.602
 0.637 0.727 0.761 0.793 0.864 0.908 0.931 0.954]"
670,-0.558,[-0.558 -0.046  0.034  0.594  0.658],5,0.75,0.75,0.25,0.75,0.5,0.5,0.22099999999999997,[0.221 0.477 0.517 0.797 0.829]
671,0.728,"[-0.926 -0.774 -0.704 -0.628 -0.488 -0.424 -0.342 -0.17  -0.082 -0.032
  0.112  0.204  0.274  0.454  0.522  0.586  0.728  0.816  0.862  0.908]",20,0.75,0.75,0.25,0.75,0.5,0.75,0.864,"[0.037 0.113 0.148 0.186 0.256 0.288 0.329 0.415 0.459 0.484 0.556 0.602
 0.637 0.727 0.761 0.793 0.864 0.908 0.931 0.954]"
672,0.728,"[-0.93  -0.774 -0.704 -0.63  -0.486 -0.424 -0.342 -0.168 -0.076 -0.034
  0.112  0.202  0.282  0.454  0.51   0.586  0.728  0.818  0.864]",19,0.75,0.75,0.25,0.75,0.75,0.25,0.864,"[0.035 0.113 0.148 0.185 0.257 0.288 0.329 0.416 0.462 0.483 0.556 0.601
 0.641 0.727 0.755 0.793 0.864 0.909 0.932]"
673,-0.576,[-0.576 -0.044  0.04   0.614  0.662],5,0.75,0.75,0.25,0.75,0.75,0.5,0.21200000000000002,[0.212 0.478 0.52  0.807 0.831]
674,0.736,"[-0.774 -0.706 -0.612 -0.488 -0.424 -0.34  -0.17  -0.084 -0.032  0.114
  0.202  0.268  0.454  0.502  0.584  0.736  0.864]",17,0.75,0.75,0.25,0.75,0.75,0.75,0.868,"[0.113 0.147 0.194 0.256 0.288 0.33  0.415 0.458 0.484 0.557 0.601 0.634
 0.727 0.751 0.792 0.868 0.932]"
675,0.73,"[-0.922 -0.776 -0.702 -0.624 -0.49  -0.42  -0.174 -0.076 -0.03   0.112
  0.208  0.278  0.452  0.498  0.538  0.59   0.73   0.818  0.868]",19,0.75,0.75,0.5,0.25,0.25,0.25,0.865,"[0.039 0.112 0.149 0.188 0.255 0.29  0.413 0.462 0.485 0.556 0.604 0.639
 0.726 0.749 0.769 0.795 0.865 0.909 0.934]"
676,-0.574,[-0.574 -0.046  0.036  0.594  0.66 ],5,0.75,0.75,0.5,0.25,0.25,0.5,0.21300000000000002,[0.213 0.477 0.518 0.797 0.83 ]
677,0.736,"[-0.932 -0.772 -0.736 -0.628 -0.492 -0.424 -0.338 -0.17  -0.106 -0.03
  0.122  0.204  0.272  0.454  0.508  0.588  0.736  0.81   0.864  0.908]",20,0.75,0.75,0.5,0.25,0.25,0.75,0.868,"[0.034 0.114 0.132 0.186 0.254 0.288 0.331 0.415 0.447 0.485 0.561 0.602
 0.636 0.727 0.754 0.794 0.868 0.905 0.932 0.954]"
678,-0.702,"[-0.932 -0.774 -0.702 -0.628 -0.488 -0.424 -0.342 -0.17  -0.076 -0.034
  0.042  0.134  0.206  0.278  0.454  0.51   0.588  0.67   0.726  0.812
  0.864]",21,0.75,0.75,0.5,0.25,0.5,0.25,0.14900000000000002,"[0.034 0.113 0.149 0.186 0.256 0.288 0.329 0.415 0.462 0.483 0.521 0.567
 0.603 0.639 0.727 0.755 0.794 0.835 0.863 0.906 0.932]"
679,-0.57,[-0.57  -0.048  0.038  0.59   0.662],5,0.75,0.75,0.5,0.25,0.5,0.5,0.21500000000000002,[0.215 0.476 0.519 0.795 0.831]
680,-0.702,"[-0.932 -0.774 -0.702 -0.628 -0.488 -0.424 -0.342 -0.17  -0.076 -0.034
  0.042  0.134  0.206  0.278  0.454  0.51   0.588  0.67   0.726  0.812
  0.864]",21,0.75,0.75,0.5,0.25,0.5,0.75,0.14900000000000002,"[0.034 0.113 0.149 0.186 0.256 0.288 0.329 0.415 0.462 0.483 0.521 0.567
 0.603 0.639 0.727 0.755 0.794 0.835 0.863 0.906 0.932]"
681,0.736,"[-0.932 -0.772 -0.736 -0.628 -0.492 -0.424 -0.338 -0.17  -0.106 -0.03
  0.122  0.204  0.272  0.454  0.508  0.588  0.736  0.81   0.864  0.908]",20,0.75,0.75,0.5,0.25,0.75,0.25,0.868,"[0.034 0.114 0.132 0.186 0.254 0.288 0.331 0.415 0.447 0.485 0.561 0.602
 0.636 0.727 0.754 0.794 0.868 0.905 0.932 0.954]"
682,-0.574,[-0.574 -0.046  0.036  0.594  0.66 ],5,0.75,0.75,0.5,0.25,0.75,0.5,0.21300000000000002,[0.213 0.477 0.518 0.797 0.83 ]
683,0.73,"[-0.922 -0.776 -0.702 -0.624 -0.49  -0.42  -0.172 -0.076 -0.03   0.112
  0.208  0.278  0.452  0.498  0.538  0.59   0.73   0.818  0.866]",19,0.75,0.75,0.5,0.25,0.75,0.75,0.865,"[0.039 0.112 0.149 0.188 0.255 0.29  0.414 0.462 0.485 0.556 0.604 0.639
 0.726 0.749 0.769 0.795 0.865 0.909 0.933]"
684,0.2,[-0.108  0.2    0.48   0.826  0.87 ],5,0.75,0.75,0.5,0.5,0.25,0.25,0.6,[0.446 0.6   0.74  0.913 0.935]
685,0.922,[-0.83   0.922],2,0.75,0.75,0.5,0.5,0.25,0.5,0.9610000000000001,[0.085 0.961]
686,0.468,[-0.126  0.182  0.468  0.808  0.856],5,0.75,0.75,0.5,0.5,0.25,0.75,0.734,[0.437 0.591 0.734 0.904 0.928]
687,0.468,[-0.128  0.178  0.468  0.804  0.856],5,0.75,0.75,0.5,0.5,0.5,0.25,0.734,[0.436 0.589 0.734 0.902 0.928]
688,0.938,[-0.808  0.938],2,0.75,0.75,0.5,0.5,0.5,0.5,0.969,[0.096 0.969]
689,0.468,[-0.128  0.178  0.468  0.804  0.856],5,0.75,0.75,0.5,0.5,0.5,0.75,0.734,[0.436 0.589 0.734 0.902 0.928]
690,0.468,[-0.126  0.182  0.468  0.806  0.856],5,0.75,0.75,0.5,0.5,0.75,0.25,0.734,[0.437 0.591 0.734 0.903 0.928]
691,0.922,[-0.83   0.922],2,0.75,0.75,0.5,0.5,0.75,0.5,0.9610000000000001,[0.085 0.961]
692,0.2,[-0.108  0.2    0.48   0.828  0.87 ],5,0.75,0.75,0.5,0.5,0.75,0.75,0.6,[0.446 0.6   0.74  0.914 0.935]
693,0.73,"[-0.922 -0.776 -0.702 -0.624 -0.49  -0.42  -0.174 -0.076 -0.03   0.112
  0.208  0.278  0.452  0.498  0.538  0.59   0.73   0.818  0.868]",19,0.75,0.75,0.5,0.75,0.25,0.25,0.865,"[0.039 0.112 0.149 0.188 0.255 0.29  0.413 0.462 0.485 0.556 0.604 0.639
 0.726 0.749 0.769 0.795 0.865 0.909 0.934]"
694,-0.574,[-0.574 -0.046  0.036  0.594  0.66 ],5,0.75,0.75,0.5,0.75,0.25,0.5,0.21300000000000002,[0.213 0.477 0.518 0.797 0.83 ]
695,0.736,"[-0.932 -0.772 -0.736 -0.628 -0.492 -0.424 -0.338 -0.17  -0.106 -0.03
  0.122  0.204  0.272  0.454  0.506  0.588  0.736  0.81   0.864  0.906]",20,0.75,0.75,0.5,0.75,0.25,0.75,0.868,"[0.034 0.114 0.132 0.186 0.254 0.288 0.331 0.415 0.447 0.485 0.561 0.602
 0.636 0.727 0.753 0.794 0.868 0.905 0.932 0.953]"
696,-0.702,"[-0.932 -0.774 -0.702 -0.628 -0.488 -0.424 -0.342 -0.17  -0.076 -0.034
  0.042  0.134  0.206  0.278  0.454  0.51   0.588  0.67   0.726  0.812
  0.864]",21,0.75,0.75,0.5,0.75,0.5,0.25,0.14900000000000002,"[0.034 0.113 0.149 0.186 0.256 0.288 0.329 0.415 0.462 0.483 0.521 0.567
 0.603 0.639 0.727 0.755 0.794 0.835 0.863 0.906 0.932]"
697,-0.572,[-0.572 -0.048  0.038  0.59   0.664],5,0.75,0.75,0.5,0.75,0.5,0.5,0.21400000000000002,[0.214 0.476 0.519 0.795 0.832]
698,-0.702,"[-0.932 -0.774 -0.702 -0.628 -0.488 -0.424 -0.342 -0.17  -0.076 -0.034
  0.042  0.134  0.206  0.278  0.454  0.51   0.588  0.67   0.726  0.812
  0.864]",21,0.75,0.75,0.5,0.75,0.5,0.75,0.14900000000000002,"[0.034 0.113 0.149 0.186 0.256 0.288 0.329 0.415 0.462 0.483 0.521 0.567
 0.603 0.639 0.727 0.755 0.794 0.835 0.863 0.906 0.932]"
699,0.736,"[-0.772 -0.736 -0.628 -0.492 -0.424 -0.338 -0.17  -0.106 -0.03   0.122
  0.204  0.272  0.454  0.508  0.588  0.736  0.808  0.864  0.906]",19,0.75,0.75,0.5,0.75,0.75,0.25,0.868,"[0.114 0.132 0.186 0.254 0.288 0.331 0.415 0.447 0.485 0.561 0.602 0.636
 0.727 0.754 0.794 0.868 0.904 0.932 0.953]"
700,-0.574,[-0.574 -0.046  0.036  0.594  0.66 ],5,0.75,0.75,0.5,0.75,0.75,0.5,0.21300000000000002,[0.213 0.477 0.518 0.797 0.83 ]
701,0.73,"[-0.922 -0.776 -0.702 -0.624 -0.49  -0.42  -0.172 -0.076 -0.03   0.112
  0.208  0.278  0.452  0.498  0.538  0.59   0.73   0.818  0.868]",19,0.75,0.75,0.5,0.75,0.75,0.75,0.865,"[0.039 0.112 0.149 0.188 0.255 0.29  0.414 0.462 0.485 0.556 0.604 0.639
 0.726 0.749 0.769 0.795 0.865 0.909 0.934]"
702,0.736,"[-0.772 -0.704 -0.614 -0.488 -0.424 -0.342 -0.168 -0.082 -0.032  0.114
  0.202  0.27   0.454  0.5    0.586  0.736  0.864]",17,0.75,0.75,0.75,0.25,0.25,0.25,0.868,"[0.114 0.148 0.193 0.256 0.288 0.329 0.416 0.459 0.484 0.557 0.601 0.635
 0.727 0.75  0.793 0.868 0.932]"
703,-0.576,[-0.576 -0.044  0.04   0.614  0.662],5,0.75,0.75,0.75,0.25,0.25,0.5,0.21200000000000002,[0.212 0.478 0.52  0.807 0.831]
704,0.728,"[-0.928 -0.774 -0.704 -0.63  -0.488 -0.424 -0.344 -0.168 -0.076 -0.034
  0.112  0.204  0.282  0.454  0.51   0.586  0.728  0.818  0.864]",19,0.75,0.75,0.75,0.25,0.25,0.75,0.864,"[0.036 0.113 0.148 0.185 0.256 0.288 0.328 0.416 0.462 0.483 0.556 0.602
 0.641 0.727 0.755 0.793 0.864 0.909 0.932]"
705,0.728,"[-0.926 -0.774 -0.704 -0.628 -0.488 -0.424 -0.342 -0.17  -0.082 -0.032
  0.112  0.204  0.274  0.454  0.522  0.586  0.728  0.816  0.862  0.908]",20,0.75,0.75,0.75,0.25,0.5,0.25,0.864,"[0.037 0.113 0.148 0.186 0.256 0.288 0.329 0.415 0.459 0.484 0.556 0.602
 0.637 0.727 0.761 0.793 0.864 0.908 0.931 0.954]"
706,-0.558,[-0.558 -0.046  0.034  0.594  0.658],5,0.75,0.75,0.75,0.25,0.5,0.5,0.22099999999999997,[0.221 0.477 0.517 0.797 0.829]
707,0.728,"[-0.926 -0.774 -0.704 -0.628 -0.488 -0.424 -0.342 -0.17  -0.082 -0.032
  0.112  0.204  0.274  0.454  0.522  0.586  0.728  0.816  0.862  0.908]",20,0.75,0.75,0.75,0.25,0.5,0.75,0.864,"[0.037 0.113 0.148 0.186 0.256 0.288 0.329 0.415 0.459 0.484 0.556 0.602
 0.637 0.727 0.761 0.793 0.864 0.908 0.931 0.954]"
708,0.728,"[-0.928 -0.774 -0.704 -0.63  -0.488 -0.424 -0.342 -0.168 -0.076 -0.034
  0.112  0.202  0.282  0.454  0.51   0.586  0.728  0.818  0.864]",19,0.75,0.75,0.75,0.25,0.75,0.25,0.864,"[0.036 0.113 0.148 0.185 0.256 0.288 0.329 0.416 0.462 0.483 0.556 0.601
 0.641 0.727 0.755 0.793 0.864 0.909 0.932]"
709,-0.576,[-0.576 -0.044  0.04   0.614  0.662],5,0.75,0.75,0.75,0.25,0.75,0.5,0.21200000000000002,[0.212 0.478 0.52  0.807 0.831]
710,0.736,"[-0.772 -0.704 -0.614 -0.488 -0.424 -0.342 -0.168 -0.082 -0.032  0.042
  0.114  0.202  0.272  0.454  0.502  0.586  0.736  0.864]",18,0.75,0.75,0.75,0.25,0.75,0.75,0.868,"[0.114 0.148 0.193 0.256 0.288 0.329 0.416 0.459 0.484 0.521 0.557 0.601
 0.636 0.727 0.751 0.793 0.868 0.932]"
711,0.51,"[-0.268 -0.242 -0.14  -0.074  0.006  0.068  0.168  0.23   0.348  0.448
  0.51   0.694  0.744  0.794  0.85   0.898  0.974]",17,0.75,0.75,0.75,0.5,0.25,0.25,0.755,"[0.366 0.379 0.43  0.463 0.503 0.534 0.584 0.615 0.674 0.724 0.755 0.847
 0.872 0.897 0.925 0.949 0.987]"
712,0.922,[-0.832  0.922],2,0.75,0.75,0.75,0.5,0.25,0.5,0.9610000000000001,[0.084 0.961]
713,0.466,[-0.126  0.18   0.466  0.806  0.854],5,0.75,0.75,0.75,0.5,0.25,0.75,0.733,[0.437 0.59  0.733 0.903 0.927]
714,0.182,[-0.126  0.182  0.464  0.812  0.856],5,0.75,0.75,0.75,0.5,0.5,0.25,0.591,[0.437 0.591 0.732 0.906 0.928]
715,0.972,[-0.848 -0.786  0.81   0.91   0.972],5,0.75,0.75,0.75,0.5,0.5,0.5,0.986,[0.076 0.107 0.905 0.955 0.986]
716,0.182,[-0.126  0.182  0.464  0.812  0.856],5,0.75,0.75,0.75,0.5,0.5,0.75,0.591,[0.437 0.591 0.732 0.906 0.928]
717,0.466,[-0.126  0.18   0.466  0.806  0.854],5,0.75,0.75,0.75,0.5,0.75,0.25,0.733,[0.437 0.59  0.733 0.903 0.927]
718,0.924,[-0.832  0.924],2,0.75,0.75,0.75,0.5,0.75,0.5,0.962,[0.084 0.962]
719,0.51,"[-0.266 -0.242 -0.14  -0.074  0.008  0.068  0.168  0.23   0.348  0.448
  0.51   0.696  0.744  0.794  0.85   0.898  0.974]",17,0.75,0.75,0.75,0.5,0.75,0.75,0.755,"[0.367 0.379 0.43  0.463 0.504 0.534 0.584 0.615 0.674 0.724 0.755 0.848
 0.872 0.897 0.925 0.949 0.987]"
720,0.748,"[-0.758 -0.69  -0.612 -0.472 -0.406 -0.152 -0.068 -0.014  0.134  0.222
  0.292  0.47   0.524  0.602  0.748  0.824  0.882]",17,0.75,0.75,0.75,0.75,0.25,0.25,0.874,"[0.121 0.155 0.194 0.264 0.297 0.424 0.466 0.493 0.567 0.611 0.646 0.735
 0.762 0.801 0.874 0.912 0.941]"
721,-0.574,[-0.574 -0.048  0.034  0.596  0.658],5,0.75,0.75,0.75,0.75,0.25,0.5,0.21300000000000002,[0.213 0.476 0.517 0.798 0.829]
722,0.732,"[-0.928 -0.776 -0.708 -0.628 -0.486 -0.422 -0.34  -0.17  -0.086 -0.032
  0.118  0.206  0.274  0.454  0.508  0.582  0.732  0.812  0.864]",19,0.75,0.75,0.75,0.75,0.25,0.75,0.866,"[0.036 0.112 0.146 0.186 0.257 0.289 0.33  0.415 0.457 0.484 0.559 0.603
 0.637 0.727 0.754 0.791 0.866 0.906 0.932]"
